Note,Onset (ms),Score_duration,Time-Signature,Movement,Measure,Repeated
A4,394.7392290249433,1.0,3/4,1,1,0
C5,2436.773313492063,1.0,3/4,1,1,0
E5,4130.508078231292,1.0,3/4,1,1,0
F4,6126.102253401359,1.0,3/4,1,2,0
0,8103.566202522677,0.25,3/4,1,2,0
E5,8162.000868055554,0.25,3/4,1,2,0
D5,8480.944763321992,0.25,3/4,1,2,0
C♯5,8753.44874929138,0.25,3/4,1,2,0
D5,9095.612599206348,0.25,3/4,1,2,0
F5,9437.776449121317,0.25,3/4,1,2,0
A5,9803.160253684802,0.25,3/4,1,2,0
D6,10122.104148951243,0.25,3/4,1,2,0
G4,10789.347363945575,1.0,3/4,1,3,0
B4,12622.401856575965,1.0,3/4,1,3,0
D5,14223.256802721098,1.0,3/4,1,3,0
E4,16149.191113945584,1.0,3/4,1,4,0
0,18005.465561224497,0.25,3/4,1,4,0
D5,18208.3096832483,0.25,3/4,1,4,0
C5,18550.47353316327,0.25,3/4,1,4,0
B4,18846.19747378118,0.25,3/4,1,4,0
C5,19374.12096088436,0.25,3/4,1,4,0
E5,19553.74512825965,0.25,3/4,1,4,0
G5,20081.668615362818,0.25,3/4,1,4,0
C6,20470.272374574844,0.25,3/4,1,4,0
F4,21253.615362811797,1.0,3/4,1,5,0
A4,23017.009991496605,1.0,3/4,1,5,0
C5,24896.50439342404,1.0,3/4,1,5,0
D4,26915.318523242622,0.25,3/4,1,6,0
C5,27582.561738236942,0.25,3/4,1,6,0
B4,28017.605406746028,0.25,3/4,1,6,0
A4,28406.209165958036,0.25,3/4,1,6,0
C5,28864.472789115647,0.25,3/4,1,6,0
A4,29369.176321570285,0.25,3/4,1,6,0
G♯4,29734.560126133783,0.25,3/4,1,6,0
A4,30076.723976048743,0.25,3/4,1,6,0
G♯4,30395.667871315178,0.25,3/4,1,6,0
A4,30691.391811933092,0.25,3/4,1,6,0
G♯4,30987.115752551017,0.25,3/4,1,6,0
A4,31306.05964781744,0.25,3/4,1,6,0
E4,31717.883361678007,0.25,3/4,1,7,0
A4,32292.24675807822,0.25,3/4,1,7,0
G♯4,32796.95029053288,0.25,3/4,1,7,0
A4,33231.993959041945,0.25,3/4,1,7,0
C5,33690.257582199534,0.25,3/4,1,7,0
A4,34055.64138676302,0.25,3/4,1,7,0
G♯4,34467.46510062358,0.25,3/4,1,7,0
A4,34763.18904124147,0.25,3/4,1,7,0
G♯4,35058.91298185941,0.25,3/4,1,7,0
A4,35377.85687712585,0.25,3/4,1,7,0
G♯4,35673.58081774376,0.25,3/4,1,7,0
A4,35992.5247130102,0.25,3/4,1,7,0
F4,36427.56838151926,0.25,3/4,1,8,0
A4,37048.37168721654,0.25,3/4,1,8,0
D5,37204.7758999433,0.25,3/4,1,8,0
F4,37616.59961380386,0.25,3/4,1,8,0
A4,37889.10359977323,0.25,3/4,1,8,0
D5,38208.04749503968,0.25,3/4,1,8,0
F5,38480.55148100907,0.25,3/4,1,8,0
A4,38776.275421626975,0.25,3/4,1,8,0
D5,39025.55945294784,0.25,3/4,1,8,0
F5,39321.283393565755,0.25,3/4,1,8,0
A5,39593.787379535126,0.25,3/4,1,8,0
D5,39889.51132015306,0.25,3/4,1,8,0
F5,40185.23526077097,0.25,3/4,1,9,0
A5,40573.83901998299,0.25,3/4,1,9,0
D6,40776.6831420068,0.25,3/4,1,9,0
F5,41211.726810515866,0.25,3/4,1,9,0
A5,41484.23079648525,0.25,3/4,1,9,0
D5,41710.294873157596,0.25,3/4,1,9,0
F5,42098.89863236959,0.25,3/4,1,9,0
A4,42394.62257298753,0.25,3/4,1,9,0
D5,43085.08574263038,1.0,3/4,1,9,0
0,45011.02005385487,0.5,3/4,1,10,0
D4,45718.567708333314,0.5,3/4,1,10,0
A4,46472.555272108824,1.5,3/4,1,10,0
G♯4,48432.65855300451,0.25,3/4,1,10,0
A4,48798.04235756801,0.25,3/4,1,10,0
G♯4,49325.96584467118,0.25,3/4,1,11,0
D♯5,49598.46983064056,0.25,3/4,1,11,0
