onset(s),measure
1.810666667,1
2.700000000,2
9.529333333,3
16.235333333,4
22.423333333,5
28.830666667,6
35.228666667,7
41.351333333,8
48.356000000,9
54.567333333,10
61.334000000,11
68.642000000,12
74.890666667,13
81.493333333,14
85.470000000,15
86.834666667,16
88.013333333,17
89.336000000,18
90.848000000,19
92.192000000,20
93.557333333,21
94.912000000,22
96.405000000,23
97.786666667,24
99.138666667,25
100.432000000,26
102.293333333,27
103.482666667,28
104.794666667,29
105.968000000,30
107.386666667,31
108.674666667,32
109.938666667,33
111.213333333,34
112.509333333,35
113.751875000,36
115.021333333,37
116.234666667,38
117.453333333,39
118.896000000,40
120.232000000,41
121.456000000,42
122.783520833,43
124.178666667,44
125.405333333,45
126.709333333,46
128.364000000,47
129.877645833,48
131.115000000,49
132.462000000,50
133.908000000,51
135.366541667,52
136.905000000,53
138.234000000,54
139.419000000,55
140.724000000,56
142.095000000,57
143.436000000,58
144.837000000,59
146.241000000,60
147.925333333,61
149.208000000,62
150.492000000,63
151.936000000,64
153.492000000,65
154.779000000,66
156.063000000,67
157.338000000,68
158.835000000,69
161.151000000,70
162.264000000,71
163.306000000,72
164.412000000,73
166.044000000,74
167.116000000,75
168.702000000,76
169.802000000,77
170.794000000,78
171.862000000,79
172.872000000,80
173.902000000,81
175.002333333,82
176.122000000,83
177.126000000,84
178.216000000,85
179.743104167,86
180.812000000,87
182.248000000,88
183.400000000,89
184.442000000,90
185.490000000,91
186.538000000,92
187.631083333,93
188.632000000,94
189.762000000,95
190.856000000,96
192.056000000,97
193.174000000,98
194.280000000,99
195.352000000,100
196.446000000,101
197.560000000,102
198.740000000,103
200.074000000,104
201.332000000,105
202.580000000,106
203.626000000,107
204.668000000,108
205.766000000,109
206.750000000,110
207.830000000,111
208.910000000,112
210.084000000,113
211.604000000,114
212.797979167,115
214.486000000,116
215.672000000,117
216.718000000,118
217.798000000,119
218.856000000,120
220.126000000,121
