onset(s),measure
1.664000000,1
5.952000000,2
10.016000000,3
15.229750000,4
19.250270833,5
20.640000000,6
22.013333333,7
23.536000000,8
24.954666667,9
26.528000000,10
28.181333333,11
29.632000000,12
31.088000000,13
32.757333333,14
34.224000000,15
35.765333333,16
37.205333333,17
38.612000000,18
40.917333333,19
42.416000000,20
43.890000000,21
45.178000000,22
46.507895833,23
47.866000000,24
51.823333333,25
56.658000000,26
61.161333333,27
66.901333333,28
70.950250000,29
72.305333333,30
73.677333333,31
75.124000000,32
76.687333333,33
78.124250000,34
79.506000000,35
80.878000000,36
82.217333333,37
83.547333333,38
84.966000000,39
86.440666667,40
87.971333333,41
89.408666667,42
90.967333333,43
92.806000000,44
94.313333333,45
95.652666667,46
97.076000000,47
98.541333333,48
99.955333333,49
101.248000000,50
102.587333333,51
105.567062500,52
108.164000000,53
109.783333333,54
111.146000000,55
115.140666667,56
121.324000000,57
127.096666667,58
133.168000000,59
137.601333333,60
142.235333333,61
147.802666667,62
149.240000000,63
150.612000000,64
151.886000000,65
153.181333333,66
154.592666667,67
155.997333333,68
157.434666667,69
161.316000000,70
161.553000000,71
162.324000000,72
163.074000000,73
163.851000000,74
164.610000000,75
165.369000000,76
166.104000000,77
166.881000000,78
167.670000000,79
167.847000000,80
168.630000000,81
169.365000000,82
170.148000000,83
170.901000000,84
171.651000000,85
172.389000000,86
173.151000000,87
173.924229167,88
174.132000000,89
174.918000000,90
175.728000000,91
176.541000000,92
177.414000000,93
178.248000000,94
179.031000000,95
179.907000000,96
180.786000000,97
180.972000000,98
181.785000000,99
182.601000000,100
183.393000000,101
184.251000000,102
185.031000000,103
185.865000000,104
186.729166667,105
188.081083333,106
188.298000000,107
189.315000000,108
190.317000000,109
191.238000000,110
192.315000000,111
193.389000000,112
194.469000000,113
195.420000000,114
196.578000000,115
197.532000000,116
198.591000000,117
199.473000000,118
200.763000000,119
201.729000000,120
202.800000000,121
203.760000000,122
204.861000000,123
205.857000000,124
206.874000000,125
207.876625000,126
208.848000000,127
209.073000000,128
210.096000000,129
211.125000000,130
212.085000000,131
213.192000000,132
214.215000000,133
215.253000000,134
216.209479167,135
217.290000000,136
218.187000000,137
219.210000000,138
220.158000000,139
221.391000000,140
222.450000000,141
223.509000000,142
224.509270833,143
225.624000000,144
226.617000000,145
227.655000000,146
228.639000000,147
229.602000000,148
229.827000000,149
230.853000000,150
231.948000000,151
232.970020833,152
234.054000000,153
235.089000000,154
236.229000000,155
237.222000000,156
238.392000000,157
239.469000000,158
240.489000000,159
241.581000000,160
242.655000000,161
243.849000000,162
245.127000000,163
246.060000000,164
247.224000000,165
248.157000000,166
249.201000000,167
250.209000000,168
251.190000000,169
251.406000000,170
252.493895833,171
253.554000000,172
254.541000000,173
255.747000000,174
256.773000000,175
257.835000000,176
258.825000000,177
259.908000000,178
260.988000000,179
262.014000000,180
263.121000000,181
264.216000000,182
265.515000000,183
267.099000000,184
268.044000000,185
269.136000000,186
270.015000000,187
271.020000000,188
272.079000000,189
275.460000000,190
276.273000000,191
277.488000000,192
278.295000000,193
279.021000000,194
279.729000000,195
280.413000000,196
281.091000000,197
281.718000000,198
282.327000000,199
282.513000000,200
283.209000000,201
283.842000000,202
284.502000000,203
285.183000000,204
285.849000000,205
286.509000000,206
287.139000000,207
287.868000000,208
288.063000000,209
288.723000000,210
289.437000000,211
290.112000000,212
290.904000000,213
291.576000000,214
292.323000000,215
293.016000000,216
293.664000000,217
293.826000000,218
294.534000000,219
295.227000000,220
295.887000000,221
296.661000000,222
297.446104167,223
301.044000000,224
302.013000000,225
