onset(s),measure
1.759000000,1
5.851916667,2
10.026666667,3
14.306666667,4
18.800000000,5
23.266666667,6
27.320000000,7
31.013333333,8
34.680000000,9
38.400000000,10
42.538666667,11
46.730666667,12
50.741333333,13
54.656000000,14
58.730666667,15
62.741333333,16
66.655708333,17
70.944000000,18
75.189333333,19
79.733333333,20
84.160000000,21
87.989333333,22
92.010666667,23
95.957333333,24
100.069729167,25
104.270833333,26
108.138666667,27
112.629333333,28
114.194562500,29
115.093333333,30
116.026666667,31
116.917333333,32
117.749333333,33
118.581333333,34
119.456000000,35
120.352000000,36
121.509000000,37
122.406000000,38
123.336000000,39
124.272000000,40
125.454000000,41
126.522104167,42
127.962000000,43
128.988000000,44
129.945000000,45
130.842000000,46
131.895000000,47
132.783000000,48
133.668000000,49
134.563416667,50
135.747000000,51
136.815000000,52
137.844708333,53
138.943625000,54
140.171250000,55
141.300250000,56
142.368000000,57
143.484000000,58
144.492000000,59
145.524000000,60
146.976000000,61
147.999000000,62
148.971000000,63
149.946000000,64
151.260000000,65
152.295000000,66
153.396000000,67
154.386000000,68
155.799000000,69
156.753000000,70
157.707000000,71
158.634000000,72
159.679312500,73
160.641000000,74
161.625000000,75
162.639000000,76
163.731000000,77
164.715000000,78
165.762000000,79
166.776000000,80
168.114000000,81
169.191895833,82
170.058000000,83
170.976000000,84
172.071000000,85
172.986000000,86
173.907000000,87
174.902562500,88
176.172000000,89
177.174000000,90
178.155000000,91
179.274000000,92
180.279000000,93
181.299000000,94
182.349000000,95
183.357000000,96
184.290000000,97
185.271000000,98
186.528000000,99
190.848000000,100
194.721000000,101
198.523333333,102
202.340000000,103
206.066687500,104
210.103333333,105
214.133333333,106
218.490000000,107
222.516666667,108
224.096666667,109
224.953333333,110
225.893083333,111
226.793333333,112
227.620000000,113
228.443333333,114
229.353333333,115
230.250000000,116
231.423333333,117
232.333333333,118
233.290000000,119
234.400000000,120
235.550000000,121
236.640000000,122
238.018812500,123
238.966666667,124
239.873333333,125
240.753333333,126
241.723333333,127
242.611125000,128
243.498895833,129
244.330000000,130
245.670000000,131
246.813333333,132
247.833333333,133
248.836666667,134
249.930437500,135
250.967458333,136
251.963333333,137
253.030000000,138
253.983333333,139
255.010000000,140
256.412979167,141
257.423333333,142
258.420000000,143
259.412458333,144
260.846666667,145
261.873333333,146
262.886666667,147
263.917270833,148
265.183333333,149
266.116666667,150
267.073333333,151
267.990000000,152
268.966666667,153
269.943333333,154
270.900000000,155
271.870000000,156
272.930000000,157
274.006666667,158
275.106666667,159
276.080000000,160
277.203333333,161
278.373333333,162
279.360000000,163
280.300000000,164
281.340000000,165
282.550000000,166
283.633333333,167
284.680000000,168
285.936666667,169
286.966666667,170
288.050000000,171
289.096666667,172
290.163333333,173
291.220000000,174
292.230000000,175
293.339208333,176
294.320000000,177
295.236666667,178
296.450000000,179
300.726666667,180
305.053333333,181
309.137145833,182
313.196666667,183
317.000000000,184
320.843333333,185
324.800000000,186
329.393333333,187
334.250000000,188
339.282000000,189
339.627000000,190
340.581000000,191
341.508000000,192
342.375000000,193
343.488000000,194
344.391000000,195
345.342000000,196
346.260000000,197
347.121000000,198
347.328000000,199
348.309000000,200
349.323000000,201
350.328000000,202
351.411000000,203
352.440000000,204
353.481000000,205
354.522000000,206
355.800000000,207
356.853000000,208
357.834000000,209
358.770000000,210
359.958000000,211
360.900000000,212
361.842000000,213
362.853000000,214
363.978687500,215
365.037000000,216
366.051000000,217
367.068000000,218
368.118000000,219
369.090000000,220
370.098000000,221
371.265000000,222
374.349000000,223
374.721000000,224
375.756000000,225
376.749000000,226
377.703000000,227
378.855000000,228
379.800000000,229
380.673000000,230
382.014000000,231
