onset(s),measure
3.493333333,1
8.120000000,2
10.733333333,3
12.733333333,4
16.573333333,5
19.906666667,6
23.828812500,7
27.658854167,8
30.280000000,9
32.280000000,10
35.882666667,11
38.186666667,12
40.404000000,13
42.540000000,14
44.952000000,15
47.376000000,16
49.632000000,17
51.768000000,18
54.370145833,19
56.460000000,20
58.512000000,21
60.768000000,22
62.748000000,23
64.949833333,24
67.032000000,25
69.192000000,26
74.455145833,27
82.284000000,28
89.805895833,29
97.896000000,30
105.288000000,31
113.592000000,32
121.332000000,33
128.472000000,34
134.256000000,35
142.716000000,36
150.997666667,37
152.040000000,38
153.153333333,39
154.086666667,40
155.246666667,41
156.419083333,42
157.580000000,43
158.706666667,44
159.853333333,45
160.973333333,46
162.020000000,47
163.006666667,48
164.533333333,49
165.680000000,50
166.753333333,51
167.833333333,52
169.106666667,53
170.226666667,54
171.386666667,55
172.506666667,56
173.786666667,57
175.101062500,58
176.260000000,59
177.320000000,60
179.033333333,61
180.133333333,62
181.373333333,63
182.486666667,64
183.726666667,65
184.886666667,66
186.166666667,67
187.479333333,68
188.653333333,69
189.853333333,70
190.997437500,71
192.080000000,72
193.233333333,73
194.466666667,74
195.920000000,75
197.220000000,76
198.500000000,77
199.786666667,78
201.160000000,79
202.446666667,80
203.780000000,81
205.040000000,82
206.366666667,83
207.686666667,84
209.055354167,85
210.453333333,86
213.220000000,87
214.886666667,88
