onset(s),measure
10.233469388,1
10.488163265,2
11.761632653,3
12.930612245,4
14.158367347,5
16.972040816,6
20.233015873,7
23.516235828,8
26.481632653,9
29.244081633,10
29.679682540,11
31.085714286,12
32.189387755,13
33.436734694,14
36.094693878,15
39.516734694,16
42.814693878,17
45.740408163,18
49.110204082,19
52.251428571,20
55.471020408,21
58.762448980,22
62.511020408,23
65.756734694,24
68.847482993,25
72.494172336,26
75.896167800,27
77.381156463,28
78.876734694,29
80.326530612,30
81.893877551,31
83.452675737,32
85.081791383,33
86.584988662,34
88.124081633,35
89.737142857,36
91.374512472,37
92.989387755,38
94.811428571,39
96.392131519,40
97.880816327,41
99.428752834,42
100.956734694,43
102.524081633,44
104.086258503,45
105.795918367,46
107.445351474,47
109.048163265,48
110.569795918,49
112.150204082,50
113.766689342,51
115.356734694,52
116.926485261,53
118.458775510,54
120.111020408,55
121.769795918,56
123.461224490,57
125.054693878,58
126.578458050,59
128.174240363,60
129.763265306,61
131.304489796,62
132.943673469,63
134.497505669,64
136.189387755,65
137.835102041,66
139.415510204,67
140.943673469,68
142.484897959,69
143.986938776,70
145.631043084,71
147.108571429,72
148.617142857,73
150.223673469,74
151.797551020,75
153.534693878,76
155.133628118,77
156.702154195,78
158.275170068,79
159.934693878,80
163.088979592,81
163.402448980,82
164.911020408,83
166.367346939,84
167.853469388,85
169.280000000,86
170.751451247,87
172.274716553,88
173.785941043,89
175.262040816,90
176.646371882,91
178.135510204,92
179.552653061,93
180.960476190,94
182.347755102,95
183.673469388,96
184.026122449,97
185.508684807,98
187.004081633,99
188.440816327,100
189.910204082,101
191.398911565,102
192.913514739,103
194.441269841,104
195.854943311,105
197.298775510,106
198.772244898,107
200.195147392,108
201.619591837,109
203.047346939,110
204.329795918,111
204.655419501,112
206.119183673,113
207.614693878,114
209.097142857,115
210.553469388,116
212.003900227,117
213.418367347,118
214.928979592,119
216.496326531,120
217.900408163,121
219.350204082,122
220.840929705,123
222.524081633,124
224.059206349,125
225.571723356,126
227.019002268,127
228.551836735,128
229.987233560,129
231.457959184,130
232.920816327,131
234.375102041,132
235.853061224,133
237.178775510,134
237.511836735,135
239.045328798,136
240.561632653,137
242.063673469,138
243.626712018,139
245.060566893,140
246.587414966,141
248.058775510,142
249.657868481,143
251.062857143,144
252.486530612,145
253.982040816,146
255.647346939,147
257.207959184,148
258.770612245,149
260.236848073,150
261.740408163,151
263.181927438,152
264.757551020,153
266.221723356,154
267.720657596,155
269.301882086,156
