onset(s),measure
7.198185941,1
7.581315193,2
9.279637188,3
10.553469388,4
11.726077098,5
13.039274376,6
14.489251701,7
16.166893424,8
17.478820862,9
18.645623583,10
19.974965986,11
21.228843537,12
22.430476190,13
24.079092971,14
25.565170068,15
26.877097506,16
28.160000000,17
29.483537415,18
31.108934240,19
32.668684807,20
34.100748299,21
35.311746032,22
36.687528345,23
38.173605442,24
38.655419501,25
40.332675737,26
41.668208617,27
42.945306122,28
44.152743764,29
45.624625850,30
47.337573696,31
48.703854875,32
49.940317460,33
51.356734694,34
52.599002268,35
53.800498866,36
55.449251701,37
57.028208617,38
58.398185941,39
59.756553288,40
61.091700680,41
62.647437642,42
64.208979592,43
65.619591837,44
66.861859410,45
68.191201814,46
69.277369615,47
69.607619048,48
70.873106576,49
72.139886621,50
73.389886621,51
74.663764172,52
75.975691610,53
77.466031746,54
78.721451247,55
80.132063492,56
81.426575964,57
82.866213152,58
84.120090703,59
85.472653061,60
86.807800454,61
88.050068027,62
89.443265306,63
91.306666667,64
92.755963719,65
94.083151927,66
95.422403628,67
96.740136054,68
98.075283447,69
100.054784580,70
101.778866213,71
103.032743764,72
104.280816327,73
105.481587302,74
107.014965986,75
108.768072562,76
110.039365079,77
111.281632653,78
112.709659864,79
113.987868481,80
114.497596372,81
115.687619048,82
117.040181406,83
118.276643991,84
119.594376417,85
120.921700680,86
122.518004535,87
123.809319728,88
125.155555556,89
126.496507937,90
127.866485261,91
129.166802721,92
130.561768707,93
131.895147392,94
133.125804989,95
134.515328798,96
136.369251701,97
137.776077098,98
139.166281179,99
140.532970522,100
141.908752834,101
143.307755102,102
145.385941043,103
147.028752834,104
148.352290249,105
149.536507937,106
150.813605442,107
152.386757370,108
154.339455782,109
155.664058957,110
156.960566893,111
158.789659864,112
163.189115646,113
163.620861678,114
164.477414966,115
165.333333333,116
166.198548753,117
167.053061224,118
167.963718821,119
168.769160998,120
169.677097506,121
170.670294785,122
171.577324263,123
172.420589569,124
173.265283447,125
174.265510204,126
175.176190476,127
176.025396825,128
176.916530612,129
177.785034014,130
178.647165533,131
179.584580499,132
180.437188209,133
181.295623583,134
182.146031746,135
183.034920635,136
183.879410431,137
184.761904762,138
185.658049887,139
186.514285714,140
187.396507937,141
188.360997732,142
189.246258503,143
190.117006803,144
190.988662132,145
191.804081633,146
192.700226757,147
193.587551020,148
194.539546485,149
195.406802721,150
196.252154195,151
197.129909297,152
198.029931973,153
198.893424036,154
199.742403628,155
200.608276644,156
201.665306122,157
202.650249433,158
203.479365079,159
204.328344671,160
205.199092971,161
206.131519274,162
207.228231293,163
208.034467120,164
208.911020408,165
209.766530612,166
210.641632653,167
211.591836735,168
212.509387755,169
213.413877551,170
214.305306122,171
215.363265306,172
216.143673469,173
216.976326531,174
217.895714286,175
218.768979592,176
220.148390023,177
223.418775510,178
224.568163265,179
225.688163265,180
226.764126984,181
227.830204082,182
228.940408163,183
230.040816327,184
231.079183673,185
232.421224490,186
233.537959184,187
234.693877551,188
235.755102041,189
236.937142857,190
238.096326531,191
239.242448980,192
240.391836735,193
241.701224490,194
242.814693878,195
243.996734694,196
245.106938776,197
246.246530612,198
247.565714286,199
248.681269841,200
249.828571429,201
250.987755102,202
252.137142857,203
253.328979592,204
254.520816327,205
255.637551020,206
256.773265306,207
257.916734694,208
259.157551020,209
260.542040816,210
261.645714286,211
262.782040816,212
263.875918367,213
265.165714286,214
266.458775510,215
267.696326531,216
268.858775510,217
270.050612245,218
271.236462585,219
272.440816327,220
273.626122449,221
274.821224490,222
276.071632653,223
277.227755102,224
278.964535147,225
