Note,Onset (ms),Score_duration,Time-Signature,Movement,Measure,Repeated
D4,53.303394107674976,1.5,4/4,1,1,0
D5,1857.6132685019656,0.25,4/4,1,1,0
E5,1867.9514772992852,0.25,4/4,1,1,0
E5,3258.9557999821563,1.5,4/4,1,1,0
D5,3311.0802861144775,0.25,4/4,1,1,0
E5,3397.8246348956545,0.25,4/4,1,1,0
D4,3670.3286208650434,1.5,4/4,1,2,0
F♯5,5166.032808790217,0.25,4/4,1,2,0
G5,5345.656976165502,0.25,4/4,1,2,0
G5,5976.975872632984,1.5,4/4,1,2,0
F♯5,6742.3458756836335,0.25,4/4,1,2,0
G5,6810.261406422032,0.25,4/4,1,2,0
D4,7031.9343464886215,1.0,4/4,1,3,0
A5,8029.070471772075,0.75,4/4,1,3,0
F♯4,8792.074431168332,0.25,4/4,1,3,0
G5,8956.546733109944,0.75,4/4,1,3,0
E4,9611.519008478423,0.25,4/4,1,3,0
F♯5,9814.363130502239,0.75,4/4,1,3,0
D4,10469.335405870712,0.25,4/4,1,3,0
E5,10664.638213888304,1.0,4/4,1,4,0
A4,12040.834927554391,1.0,4/4,1,4,0
0,12359.76344977346,0.125,4/4,1,4,0
A4,12755.060428605502,0.125,4/4,1,4,0
B4,13171.155310916061,0.125,4/4,1,4,0
C♯5,13249.357417279443,0.125,4/4,1,4,0
D5,13334.945681941366,0.125,4/4,1,4,0
E5,13382.541675357683,0.125,4/4,1,4,0
F♯5,13479.200458662663,0.125,4/4,1,4,0
G5,13538.945888084423,0.125,4/4,1,4,0
A5,13617.147994447801,0.75,4/4,1,4,0
G5,14365.000088410401,0.25,4/4,1,4,0
F♯5,14521.404301137156,0.75,4/4,1,5,0
C♯5,15315.696304396792,0.25,4/4,1,5,0
D5,15448.88056247501,1.0,4/4,1,5,0
0,16562.689375480677,0.125,4/4,1,5,0
B4,16609.312139284248,0.125,4/4,1,5,0
C♯5,16695.30071907933,0.125,4/4,1,5,0
D5,16750.28287079418,0.125,4/4,1,5,0
E5,16823.29781375053,0.125,4/4,1,5,0
F♯5,16906.687083520937,0.125,4/4,1,5,0
G5,16961.66923523579,0.125,4/4,1,5,0
A5,17039.871341599177,0.125,4/4,1,5,0
B5,17073.48892076399,0.75,4/4,1,5,0
A5,17749.82576868251,0.25,4/4,1,5,0
G♯5,17952.66989070632,0.75,4/4,1,6,0
D♯5,18700.521984668892,0.25,4/4,1,6,0
E5,18856.926197395667,1.0,4/4,1,6,0
0,20225.581597055523,0.75,4/4,1,6,0
B4,20300.05500621084,0.25,4/4,1,6,0
C♯5,20433.239264289088,0.75,4/4,1,6,0
G♯4,21041.771630360512,0.25,4/4,1,6,0
A4,21260.47884762242,0.75,4/4,1,7,0
A4,21438.122081534282,0.0833333333333333,4/4,1,7,0
B4,21943.982780445534,0.0833333333333333,4/4,1,7,0
C♯5,22034.817442435353,0.0833333333333333,4/4,1,7,0
F♯4,22125.65210442514,0.75,4/4,1,7,0
F♯4,22459.297794453378,0.0833333333333333,4/4,1,7,0
G4,22825.019132486366,0.0833333333333333,4/4,1,7,0
A4,22892.633839827635,0.0833333333333333,4/4,1,7,0
D4,23192.448093654162,0.75,4/4,1,7,0
C♯5,23661.66073183442,0.25,4/4,1,7,0
D5,23794.844989912664,0.75,4/4,1,7,0
