Note,Onset (ms),Score_duration,Time-Signature,Movement,Measure,Repeated
C5,510.83900226757373,1.25,4/4,1,1,0
D5,2941.4768459467114,0.25,4/4,1,1,0
C5,3190.760877267574,0.25,4/4,1,1,0
G4,3416.82495393991,0.25,4/4,1,1,0
C5,3689.328939909296,0.25,4/4,1,1,0
E5,3961.8329258786835,0.25,4/4,1,1,0
C5,4071.7972293083885,0.25,4/4,1,1,0
G4,4297.861305980724,0.25,4/4,1,1,0
C5,4477.485473356008,0.25,4/4,1,1,0
D5,4633.889686082764,0.25,4/4,1,1,0
C5,4767.073944160996,0.25,4/4,1,1,0
G4,4923.4781568877515,0.25,4/4,1,1,0
C5,5056.662414965984,0.25,4/4,1,2,0
E5,5189.846673044215,0.25,4/4,1,2,0
C5,5253.371067176867,0.25,4/4,1,2,0
G4,5410.24398306976,0.25,4/4,1,2,0
C5,5542.959537981857,0.25,4/4,1,2,0
G5,5722.5837053571395,0.25,4/4,1,2,0
C5,5902.207872732422,0.25,4/4,1,2,0
G4,6105.0519947562325,0.25,4/4,1,2,0
C5,6586.535572562356,0.25,4/4,1,2,0
G5,7253.778787556689,0.25,4/4,1,2,0
A5,7595.94263747165,0.25,4/4,1,2,0
F5,7775.566804846935,0.25,4/4,1,2,0
G5,7839.091198979589,0.25,4/4,1,2,0
E5,8088.375230300453,0.25,4/4,1,2,0
F5,8198.339533730152,0.25,4/4,1,2,0
D5,8308.303837159865,0.25,4/4,1,2,0
E5,8487.928004535142,0.25,4/4,1,3,0
G5,8690.772126558957,0.25,4/4,1,3,0
A5,8847.176339285708,0.25,4/4,1,3,0
F5,8957.140642715422,0.25,4/4,1,3,0
G5,9090.324900793643,0.25,4/4,1,3,0
E5,9177.06924957483,0.25,4/4,1,3,0
F5,9264.75136802406,0.25,4/4,1,3,0
D5,9373.777901785716,0.25,4/4,1,3,0
E5,9501.961805555551,0.25,4/4,1,3,0
C5,9593.706508645124,0.25,4/4,1,3,0
D5,9682.695863646384,0.25,4/4,1,3,0
E5,9813.635115504536,0.25,4/4,1,3,0
F5,9923.599418934233,0.25,4/4,1,3,0
G5,9987.123813066892,0.25,4/4,1,3,0
A5,10120.308071145118,0.25,4/4,1,3,0
B5,10183.832465277776,0.25,4/4,1,3,0
C6,10270.576814058957,0.25,4/4,1,4,0
G5,10728.840437216551,0.25,4/4,1,4,0
E5,10954.904513888894,0.25,4/4,1,4,0
C5,11088.08877196712,0.25,4/4,1,4,0
C6,11573.76833978002,0.25,4/4,1,4,0
G5,11609.876789257367,0.25,4/4,1,4,0
E5,11743.061047335605,0.25,4/4,1,4,0
C5,11876.245305413828,0.25,4/4,1,4,0
C6,13978.549470924732,0.5,4/4,1,4,0
C5,13990.064552809761,0.5,4/4,1,4,0
0,14001.579634694786,1.0,4/4,1,4,0
F5,16139.937641723356,0.25,4/4,1,5,0
