Note,Onset (ms),Score_duration,Time-Signature,Movement,Measure,Repeated
A4,998.4580498866213,1.25,4/4,1,1,0
B4,2430.637843679139,0.25,4/4,1,1,0
A4,2703.1418296485267,0.25,4/4,1,1,0
E4,2929.2059063208603,0.25,4/4,1,1,0
A4,3132.0500283446695,0.25,4/4,1,1,0
C♯5,3334.894150368479,0.25,4/4,1,1,0
A4,3468.07840844671,0.25,4/4,1,1,0
E4,3624.482621173467,0.25,4/4,1,1,0
A4,3780.886833900225,0.25,4/4,1,1,0
B4,3960.5110012755094,0.25,4/4,1,1,0
A4,4070.475304705215,0.25,4/4,1,1,0
E4,4180.439608134919,0.25,4/4,1,1,0
A4,4360.063775510202,0.25,4/4,1,2,0
C♯5,4470.028078939907,0.25,4/4,1,2,0
A4,4579.992382369611,0.25,4/4,1,2,0
E4,4689.956685799317,0.25,4/4,1,2,0
A4,4799.920989229022,0.25,4/4,1,2,0
E5,4956.325201955778,0.25,4/4,1,2,0
A4,5089.50946003401,0.25,4/4,1,2,0
E4,5131.590454739414,0.25,4/4,1,2,0
A4,5286.218112244896,0.25,4/4,1,2,0
E5,5512.282188917234,0.25,4/4,1,2,0
F♯5,5715.126310941044,0.25,4/4,1,2,0
D5,5871.530523667802,0.25,4/4,1,2,0
E5,5958.2748724489775,0.25,4/4,1,2,0
C♯5,6045.019221230158,0.25,4/4,1,2,0
D5,6154.983524659872,0.25,4/4,1,2,0
B4,6288.167782738097,0.25,4/4,1,2,0
C♯5,6398.13208616781,0.25,4/4,1,3,0
E5,6670.636072137189,0.25,4/4,1,3,0
F♯5,6803.820330215427,0.25,4/4,1,3,0
D5,6913.784633645126,0.25,4/4,1,3,0
E5,7023.748937074837,0.25,4/4,1,3,0
C♯5,7133.713240504536,0.25,4/4,1,3,0
D5,7243.677543934248,0.25,4/4,1,3,0
B4,7353.641847363946,0.25,4/4,1,3,0
C♯5,7463.606150793658,0.25,4/4,1,3,0
A4,7643.230318168934,0.25,4/4,1,3,0
B4,7755.439344394124,0.25,4/4,1,3,0
C♯5,7863.158925028349,0.25,4/4,1,3,0
D5,7973.1232284580565,0.25,4/4,1,3,0
E5,8083.087531887767,0.25,4/4,1,3,0
F♯5,8193.051835317465,0.25,4/4,1,3,0
G♯5,8296.269974135492,0.25,4/4,1,3,0
A5,8389.760487528349,0.25,4/4,1,4,0
E5,8569.38465490364,0.25,4/4,1,4,0
C♯5,8702.568912981866,0.25,4/4,1,4,0
A4,8742.873352465998,0.25,4/4,1,4,0
A5,8950.862603255588,0.25,4/4,1,4,0
E5,9009.241868622461,0.25,4/4,1,4,0
C♯5,9119.20617205216,0.25,4/4,1,4,0
A4,9205.950520833345,0.25,4/4,1,4,0
A5,10173.404390428852,0.5,4/4,1,4,0
A4,10184.503979668543,0.5,4/4,1,4,0
0,10986.42963435376,1.0,4/4,1,4,0
D5,12169.325396825398,0.25,4/4,1,5,0
C♯5,12557.929156037406,0.25,4/4,1,5,0
D5,12667.893459467114,1.5,4/4,1,5,0
F♯5,13884.958191609978,0.25,4/4,1,5,0
D5,14087.802313633776,0.75,4/4,1,5,0
A5,14719.55463435373,0.25,4/4,1,5,0
D5,14899.178801729007,0.75,4/4,1,5,0
C♯5,15600.590986394556,0.25,4/4,1,6,0
B4,16058.854609552152,0.25,4/4,1,6,0
C♯5,16168.818912981855,1.5,4/4,1,6,0
E5,17455.54350907029,0.25,4/4,1,6,0
C♯5,17658.387631094105,0.75,4/4,1,6,0
A5,18220.480087868465,0.25,4/4,1,6,0
C♯5,18400.10425524376,0.75,4/4,1,6,0
D4,19310.496031746025,0.25,4/4,1,7,0
C♯5,19768.759654903628,0.25,4/4,1,7,0
B4,19925.16386763038,0.25,4/4,1,7,0
A4,20058.34812570861,0.25,4/4,1,7,0
F♯5,20237.972293083887,0.25,4/4,1,7,0
C♯5,20533.69623370181,0.25,4/4,1,7,0
B4,20643.660537131498,0.25,4/4,1,7,0
A4,20800.064749858277,0.25,4/4,1,7,0
D4,20956.468962585026,0.25,4/4,1,7,0
C♯5,21205.75299390589,0.25,4/4,1,7,0
B4,21339.136037108972,0.25,4/4,1,7,0
A4,21448.901555413824,0.25,4/4,1,7,0
F♯5,21605.305768140577,0.25,4/4,1,7,0
C♯5,21761.709980867337,0.25,4/4,1,7,0
B4,21871.674284297034,0.25,4/4,1,7,0
A4,21981.638587726753,0.25,4/4,1,7,0
D♯4,22161.262755102027,0.25,4/4,1,8,0
C♯5,22480.20665036848,0.25,4/4,1,8,0
B4,22613.390908446705,0.25,4/4,1,8,0
A4,22723.35521187641,0.25,4/4,1,8,0
A5,22998.673717198828,0.25,4/4,1,8,0
C♯5,23036.163637329915,0.25,4/4,1,8,0
B4,23122.907986111095,0.25,4/4,1,8,0
A4,23209.652334892326,0.25,4/4,1,8,0
D♯4,23366.05654761908,0.25,4/4,1,8,0
C♯5,23568.900669642888,0.25,4/4,1,8,0
B4,23678.864973072585,0.25,4/4,1,8,0
A4,23765.609321853764,0.25,4/4,1,8,0
A5,23904.974691385174,0.25,4/4,1,8,0
C♯5,24055.197792658742,0.25,4/4,1,8,0
B4,24165.162096088443,0.25,4/4,1,8,0
A4,24251.906444869623,0.25,4/4,1,8,0
E4,24617.290249433107,0.25,4/4,1,9,0
G♯4,24868.54736654953,0.25,4/4,1,9,0
B4,25022.978493480758,0.25,4/4,1,9,0
G♯4,25156.16275155897,0.25,4/4,1,9,0
E5,25312.56696428576,0.25,4/4,1,9,0
B4,25422.531267715454,0.25,4/4,1,9,0
G♯5,25532.495571145162,0.25,4/4,1,9,0
E5,25712.119738520443,0.25,4/4,1,9,0
E4,25947.710775024294,0.25,4/4,1,9,0
A4,25978.4882546769,0.25,4/4,1,9,0
C♯5,26111.672512755125,0.25,4/4,1,9,0
A4,26198.4168615363,0.25,4/4,1,9,0
E5,26331.60111961453,0.25,4/4,1,9,0
C♯5,26464.785377692755,0.25,4/4,1,9,0
A5,26528.309771825407,0.25,4/4,1,9,0
E5,26684.71398455216,0.25,4/4,1,9,0
E4,27015.527882205515,0.25,4/4,1,10,0
G♯4,27043.96231930272,0.25,4/4,1,10,0
B4,27153.926622732444,0.25,4/4,1,10,0
G♯4,27263.890926162134,0.25,4/4,1,10,0
E5,27373.855229591878,0.25,4/4,1,10,0
B4,27530.259442318616,0.25,4/4,1,10,0
G♯5,27617.00379109981,0.25,4/4,1,10,0
E5,27726.968094529515,0.25,4/4,1,10,0
B5,27813.712443310687,0.5,4/4,1,10,0
E4,28219.400687358302,0.5,4/4,1,10,0
0,29112.707979024963,1.0,4/4,1,10,0
A4,29947.30442176871,1.0,4/4,2,11,0
D5,30758.68090986397,1.0,4/4,2,11,0
C♯5,31384.29776077101,1.0,4/4,2,11,0
F♯5,32033.134566326546,1.0,4/4,2,11,0
D5,32635.531462585037,0.5,4/4,2,12,0
B4,33017.99975198412,0.5,4/4,2,12,0
E5,33284.368268140606,0.5,4/4,2,12,0
E4,33795.97072302939,0.5,4/4,2,12,0
A4,33840.32525510207,0.5,4/4,2,12,0
C♯5,34246.01349914968,0.5,4/4,2,12,0
B4,34512.38201530614,0.5,4/4,2,12,0
A4,34778.75053146259,0.5,4/4,2,12,0
E5,35068.33900226758,0.5,4/4,2,13,0
G♯4,35381.14742772109,0.5,4/4,2,13,0
A5,35647.51594387755,0.5,4/4,2,13,0
F♯4,35960.3243693311,0.5,4/4,2,13,0
G♯5,36226.692885487566,0.5,4/4,2,13,0
E4,36493.06140164402,0.5,4/4,2,13,0
C♯6,36782.649872449,0.5,4/4,2,13,0
A4,37072.23834325398,0.5,4/4,2,13,0
A5,37557.64721767408,0.5,4/4,2,14,0
F♯5,37604.97537556692,0.5,4/4,2,14,0
B5,37894.56384637193,0.5,4/4,2,14,0
B4,38324.13058592193,0.5,4/4,2,14,0
E5,38473.740787981886,0.5,4/4,2,14,0
G♯4,38902.64898667803,0.5,4/4,2,14,0
C♯5,39215.45741213154,0.5,4/4,2,14,0
B4,39435.38601899094,0.5,4/4,2,14,0
A♯4,39701.7545351474,0.5,4/4,2,15,0
E5,40037.78291524945,0.25,4/4,2,15,0
F♯5,40263.84699192176,0.125,4/4,2,15,0
G5,40342.04909828516,0.125,4/4,2,15,0
F♯5,40420.25120464856,0.5,4/4,2,15,0
E5,40570.5199475624,0.5,4/4,2,15,0
D5,40860.10841836738,0.5,4/4,2,15,0
F♯4,41149.69688917236,0.5,4/4,2,15,0
B4,41392.84545068029,0.5,4/4,2,15,0
A4,41635.99401218817,0.5,4/4,2,15,0
G♯4,41925.582482993144,0.5,4/4,2,16,0
D5,42191.9509991496,0.25,4/4,2,16,0
E5,42371.57516652493,0.125,4/4,2,16,0
F♯5,42426.7119480448,0.125,4/4,2,16,0
E5,42430.759542617176,0.5,4/4,2,16,0
