onset(s),measure
0.578666667,1
6.636000000,2
12.805333333,3
18.312000000,4
24.061333333,5
29.624000000,6
35.289333333,7
40.730666667,8
46.340000000,9
52.313333333,10
58.184000000,11
63.606666667,12
69.132000000,13
75.292000000,14
81.246666667,15
87.182666667,16
95.956000000,17
101.640000000,18
103.500000000,19
105.153500000,20
106.722000000,21
108.462000000,22
110.058000000,23
111.636000000,24
113.250000000,25
114.876000000,26
116.436000000,27
118.434000000,28
120.042000000,29
121.674000000,30
123.282000000,31
124.956000000,32
126.672000000,33
128.412000000,34
129.966000000,35
131.472000000,36
133.236000000,37
134.862000000,38
136.746000000,39
138.432000000,40
139.992000000,41
141.648000000,42
143.268000000,43
144.858000000,44
146.562000000,45
148.282020833,46
149.845750000,47
151.452000000,48
156.654000000,49
157.914000000,50
159.102000000,51
160.170000000,52
161.298000000,53
162.420000000,54
163.596000000,55
164.695500000,56
165.894000000,57
167.124958333,58
168.342333333,59
169.440000000,60
170.520000000,61
171.708000000,62
172.854000000,63
173.898000000,64
175.360000000,65
176.472000000,66
177.540000000,67
178.632000000,68
179.700000000,69
180.900000000,70
181.944000000,71
183.108000000,72
184.380000000,73
185.556000000,74
186.672000000,75
187.800000000,76
188.964000000,77
190.110000000,78
191.232000000,79
192.330000000,80
193.542000000,81
194.664000000,82
195.774000000,83
196.896000000,84
198.033104167,85
199.152000000,86
200.232000000,87
201.336666667,88
202.835875000,89
203.994000000,90
205.098000000,91
206.172000000,92
207.342000000,93
208.584000000,94
209.844000000,95
211.093625000,96
