onset(s),measure
0.325687500,1
0.703333333,2
1.938000000,3
2.930666667,4
3.793333333,5
4.774000000,6
5.860000000,7
7.426666667,8
8.385937500,9
9.330000000,10
10.610000000,11
11.576666667,12
12.560000000,13
13.950000000,14
15.136666667,15
16.170000000,16
17.216666667,17
18.325458333,18
19.320000000,19
20.380000000,20
21.270000000,21
22.317000000,22
23.512875000,23
24.856666667,24
25.244000000,25
26.593333333,26
27.663333333,27
28.653333333,28
29.685083333,29
30.899125000,30
32.480000000,31
33.506666667,32
34.476666667,33
35.796666667,34
36.773333333,35
37.736666667,36
39.113333333,37
40.274916667,38
41.320000000,39
42.330000000,40
43.406666667,41
44.504520833,42
45.560000000,43
46.453333333,44
47.558208333,45
48.790000000,46
50.102958333,47
50.420000000,48
51.623333333,49
52.570000000,50
53.542312500,51
54.546812500,52
55.660020833,53
57.293333333,54
58.283333333,55
59.254541667,56
60.217479167,57
61.183333333,58
62.129875000,59
63.086666667,60
64.019645833,61
65.070312500,62
66.226666667,63
67.940000000,64
68.933333333,65
69.920000000,66
70.876666667,67
71.896666667,68
72.919083333,69
74.610000000,70
75.723333333,71
76.693333333,72
77.566666667,73
78.492958333,74
79.420000000,75
80.493333333,76
81.366666667,77
82.226666667,78
83.173333333,79
84.223333333,80
84.573333333,81
85.536666667,82
86.440000000,83
87.356062500,84
88.313937500,85
89.300000000,86
90.800000000,87
91.780000000,88
92.713333333,89
93.673333333,90
94.556666667,91
95.423333333,92
96.377187500,93
97.250125000,94
98.250000000,95
99.310000000,96
101.013333333,97
102.073333333,98
103.033333333,99
104.017604167,100
104.990000000,101
105.996666667,102
108.103333333,103
109.457270833,104
110.443333333,105
111.376666667,106
112.344458333,107
113.376500000,108
114.791250000,109
115.746666667,110
116.753333333,111
118.583333333,112
123.666666667,113
124.064812500,114
124.833333333,115
125.570000000,116
126.300000000,117
126.996666667,118
127.807666667,119
128.490000000,120
129.261000000,121
130.086000000,122
130.827000000,123
131.580000000,124
132.285000000,125
133.032000000,126
133.746000000,127
134.511000000,128
135.291000000,129
136.044000000,130
136.797000000,131
137.613000000,132
138.360000000,133
139.095000000,134
139.820229167,135
140.523000000,136
141.201000000,137
141.996000000,138
142.737000000,139
143.475000000,140
144.291000000,141
145.125000000,142
145.839000000,143
146.559000000,144
147.327000000,145
148.103916667,146
148.824000000,147
149.604000000,148
150.471000000,149
151.224000000,150
151.935000000,151
152.646000000,152
153.432000000,153
154.197000000,154
154.941000000,155
155.685000000,156
156.438000000,157
157.221708333,158
158.001000000,159
158.802000000,160
159.546000000,161
160.302000000,162
161.091000000,163
161.844000000,164
162.591000000,165
163.311000000,166
164.055000000,167
164.874000000,168
165.567000000,169
166.419000000,170
167.222437500,171
168.270000000,172
168.921000000,173
169.656000000,174
170.426833333,175
171.183000000,176
172.245000000,177
177.012000000,178
178.476000000,179
179.817000000,180
181.086000000,181
182.403000000,182
183.786000000,183
185.229000000,184
186.498000000,185
188.061000000,186
189.468000000,187
190.803000000,188
192.084000000,189
193.386000000,190
194.727000000,191
196.080000000,192
197.475000000,193
198.789000000,194
200.169000000,195
201.447000000,196
202.872020833,197
204.285000000,198
205.596270833,199
206.877000000,200
208.161000000,201
209.507229167,202
210.774000000,203
211.977000000,204
213.102000000,205
214.521125000,206
215.858541667,207
217.185000000,208
218.451000000,209
219.654000000,210
220.989000000,211
222.171000000,212
223.527000000,213
224.979000000,214
226.359000000,215
227.664000000,216
229.050000000,217
230.484645833,218
231.762562500,219
233.007000000,220
234.183000000,221
235.873333333,222
237.310562500,223
238.722416667,224
241.080000000,225
