onset(s),measure
0.439000000,1
0.723333333,2
1.754666667,3
2.622666667,4
3.430000000,5
5.740020833,6
8.582000000,7
11.209333333,8
13.416666667,9
16.864187500,10
17.369333333,11
18.538666667,12
19.413333333,13
20.230000000,14
22.149458333,15
24.822208333,16
27.430666667,17
29.890000000,18
33.992000000,19
36.801333333,20
39.494000000,21
42.196000000,22
45.187333333,23
48.057333333,24
50.904000000,25
53.946666667,26
59.826666667,27
61.530000000,28
63.126000000,29
64.670666667,30
66.243333333,31
67.890666667,32
69.426000000,33
70.849333333,34
72.300666667,35
73.784666667,36
75.287333333,37
76.832000000,38
78.498000000,39
80.164000000,40
81.755333333,41
83.281333333,42
84.737333333,43
86.179333333,44
87.756666667,45
89.133333333,46
90.636000000,47
92.082666667,48
93.338000000,49
94.803333333,50
96.268666667,51
97.738666667,52
99.208666667,53
100.529333333,54
101.924666667,55
103.374562500,56
104.793708333,57
106.166666667,58
107.608666667,59
109.013333333,60
110.432000000,61
111.766666667,62
113.134000000,63
114.468666667,64
115.761333333,65
116.998000000,66
118.276666667,67
119.522666667,68
121.016000000,69
122.476666667,70
123.886000000,71
125.230000000,72
126.564666667,73
127.899333333,74
129.299333333,75
130.666666667,76
131.959333333,77
133.303333333,78
134.605333333,79
136.108000000,80
139.958000000,81
140.270666667,82
141.857333333,83
143.350666667,84
144.671333333,85
146.057333333,86
147.588000000,87
149.104666667,88
150.509333333,89
152.124000000,90
153.547333333,91
154.998666667,92
156.501333333,93
157.999333333,94
159.544000000,95
160.827333333,96
161.088666667,97
162.586666667,98
164.150000000,99
165.442666667,100
166.828666667,101
168.252000000,102
169.773333333,103
171.140666667,104
172.522000000,105
174.048000000,106
175.252000000,107
176.689333333,108
178.126666667,109
179.554666667,110
180.833333333,111
181.146000000,112
182.681333333,113
184.156000000,114
185.556000000,115
187.016666667,116
188.422291667,117
189.835333333,118
191.249333333,119
192.696000000,120
194.063333333,121
195.398000000,122
196.728000000,123
198.160666667,124
199.696000000,125
201.175333333,126
202.510000000,127
203.966000000,128
205.380000000,129
206.808000000,130
208.222000000,131
209.645333333,132
210.998666667,133
212.266666667,134
212.468666667,135
213.985333333,136
215.520666667,137
216.860000000,138
218.292666667,139
219.688291667,140
221.053062500,141
222.516000000,142
223.990666667,143
225.148000000,144
226.548000000,145
227.649333333,146
229.086666667,147
230.570666667,148
231.980000000,149
233.296000000,150
234.542000000,151
235.965333333,152
237.122666667,153
238.569333333,154
240.046812500,155
241.834666667,156
