onset(s),measure
0.373333333,1
3.285333333,2
5.664000000,3
8.096791667,4
11.015750000,5
13.930666667,6
16.693333333,7
19.040000000,8
21.500020833,9
24.245333333,10
26.720000000,11
28.992000000,12
31.818666667,13
34.571229167,14
37.318875000,15
39.589458333,16
41.926729167,17
44.458666667,18
47.200000000,19
49.536000000,20
51.584000000,21
53.557333333,22
56.132041667,23
58.304000000,24
60.512000000,25
63.050666667,26
66.357333333,27
68.768000000,28
70.927229167,29
73.130666667,30
75.648000000,31
77.952000000,32
80.128000000,33
82.549333333,34
85.056000000,35
87.520000000,36
89.930666667,37
92.298666667,38
94.570666667,39
96.906666667,40
99.082666667,41
101.674666667,42
104.277979167,43
106.645333333,44
108.810666667,45
110.986666667,46
113.450666667,47
115.584000000,48
117.706666667,49
120.032000000,50
122.997333333,51
125.856000000,52
128.085333333,53
130.378666667,54
132.540979167,55
134.901333333,56
137.312000000,57
141.312000000,58
147.316000000,59
148.624000000,60
149.812000000,61
150.988000000,62
152.076000000,63
153.176000000,64
154.368000000,65
155.532000000,66
156.680000000,67
157.848000000,68
159.220000000,69
160.400000000,70
161.560000000,71
162.744000000,72
164.131500000,73
165.280000000,74
166.400000000,75
167.588000000,76
168.788000000,77
170.096000000,78
171.200000000,79
172.412000000,80
173.680000000,81
174.915937500,82
176.156000000,83
177.336000000,84
178.636000000,85
179.780000000,86
181.064000000,87
182.276000000,88
183.428000000,89
184.588000000,90
185.736000000,91
186.904000000,92
188.140000000,93
189.304000000,94
190.416000000,95
191.636000000,96
192.784000000,97
193.940666667,98
195.184000000,99
196.300000000,100
197.604000000,101
198.792000000,102
200.088000000,103
201.256000000,104
202.467791667,105
203.644000000,106
204.812000000,107
206.140000000,108
210.108000000,109
213.580000000,110
216.528000000,111
219.676000000,112
223.555145833,113
223.772000000,114
224.608000000,115
225.396000000,116
226.236000000,117
227.108000000,118
227.960000000,119
228.760000000,120
229.552000000,121
230.416000000,122
231.220041667,123
231.996000000,124
232.828000000,125
233.640000000,126
234.448000000,127
235.228000000,128
235.996000000,129
236.852000000,130
236.980000000,131
237.798000000,132
238.554000000,133
239.385000000,134
240.237000000,135
241.062000000,136
241.815000000,137
242.595000000,138
243.417000000,139
244.203000000,140
244.986000000,141
245.673000000,142
246.558000000,143
247.389000000,144
248.157000000,145
248.910000000,146
249.871083333,147
250.002000000,148
250.986000000,149
251.781000000,150
252.627000000,151
253.434000000,152
254.286000000,153
255.090000000,154
255.840000000,155
256.641000000,156
257.370000000,157
258.237000000,158
259.059000000,159
259.974000000,160
260.772000000,161
261.627000000,162
262.365000000,163
263.277000000,164
264.141000000,165
264.915000000,166
265.758000000,167
266.568000000,168
267.396000000,169
268.200000000,170
269.098708333,171
269.694000000,172
269.823000000,173
270.759000000,174
271.599000000,175
272.334000000,176
273.204000000,177
274.011000000,178
274.767000000,179
275.565000000,180
276.315000000,181
277.053000000,182
277.839000000,183
278.652000000,184
279.537000000,185
280.326000000,186
281.112000000,187
281.868000000,188
282.801000000,189
283.575000000,190
284.349000000,191
285.117000000,192
286.008000000,193
286.857000000,194
287.730000000,195
288.714000000,196
