onset(s),measure
0.538354167,1
2.778000000,2
4.332000000,3
5.766000000,4
8.246750000,5
10.728000000,6
13.386000000,7
15.522000000,8
17.327416667,9
18.954000000,10
21.156000000,11
23.723479167,12
26.028000000,13
28.329020833,14
30.390000000,15
32.550000000,16
34.584000000,17
36.789812500,18
39.174916667,19
41.094000000,20
42.720000000,21
44.864625000,22
46.776000000,23
48.720000000,24
50.586000000,25
52.659083333,26
57.354000000,27
61.566000000,28
65.826000000,29
70.897791667,30
74.535458333,31
78.062041667,32
82.374000000,33
86.688000000,34
89.904000000,35
93.510000000,36
100.038000000,37
101.430000000,38
102.704854167,39
103.914000000,40
105.258104167,41
106.568354167,42
107.742000000,43
109.056000000,44
110.311333333,45
111.546000000,46
112.746000000,47
113.922000000,48
115.470000000,49
116.826104167,50
117.798000000,51
118.986000000,52
120.432000000,53
121.812000000,54
122.784541667,55
124.248000000,56
125.484000000,57
126.612000000,58
127.686000000,59
128.874000000,60
130.506000000,61
131.790000000,62
133.206000000,63
134.430000000,64
135.804000000,65
137.028000000,66
138.294000000,67
139.662000000,68
140.913229167,69
142.236000000,70
143.502000000,71
144.660000000,72
145.962000000,73
147.204000000,74
148.686000000,75
149.952062500,76
151.224000000,77
152.412000000,78
153.708000000,79
154.842000000,80
156.090000000,81
157.332000000,82
158.526000000,83
159.648000000,84
160.662000000,85
161.694000000,86
162.900000000,87
164.490000000,88
