onset(s),measure
0.552000000,1
2.388000000,2
5.724000000,3
8.892000000,4
12.072000000,5
15.864000000,6
19.380000000,7
22.656000000,8
25.956000000,9
29.316000000,10
32.556000000,11
36.000000000,12
39.424000000,13
43.032000000,14
46.863687500,15
48.748666667,16
50.484000000,17
54.096000000,18
57.684000000,19
61.121520833,20
65.152000000,21
68.412000000,22
71.808000000,23
75.168000000,24
78.588000000,25
81.864000000,26
85.368000000,27
88.524000000,28
92.028000000,29
96.010666667,30
98.997333333,31
100.373333333,32
104.096000000,33
107.669333333,34
111.076291667,35
114.837333333,36
118.368000000,37
121.781333333,38
124.723520833,39
128.746666667,40
131.957333333,41
135.562666667,42
139.136000000,43
142.677333333,44
146.046916667,45
149.635125000,46
153.696000000,47
155.790208333,48
157.419604167,49
161.088000000,50
164.544000000,51
167.797333333,52
171.445333333,53
175.104000000,54
178.645333333,55
181.610666667,56
185.546666667,57
188.874666667,58
192.512000000,59
196.074666667,60
199.850666667,61
203.552000000,62
207.456000000,63
212.036687500,64
221.397333333,65
223.456000000,66
225.543020833,67
227.509333333,68
229.514666667,69
231.584000000,70
233.646645833,71
235.552000000,72
237.712000000,73
239.544000000,74
241.665020833,75
243.944000000,76
246.099375000,77
248.072000000,78
250.064000000,79
252.352000000,80
254.680000000,81
256.632000000,82
258.796541667,83
261.212916667,84
263.560000000,85
265.756083333,86
267.952000000,87
269.968000000,88
272.032000000,89
274.728000000,90
276.912645833,91
279.022270833,92
281.040000000,93
282.686666667,94
284.533333333,95
286.560000000,96
294.821333333,97
295.656666667,98
296.534000000,99
297.376666667,100
298.186000000,101
299.070000000,102
300.100000000,103
301.006666667,104
301.886666667,105
302.777354167,106
303.636666667,107
304.506666667,108
305.723333333,109
306.623333333,110
307.520000000,111
308.403333333,112
309.250000000,113
310.103333333,114
311.190000000,115
312.153333333,116
313.073333333,117
313.916666667,118
314.788812500,119
315.640000000,120
316.850000000,121
317.776666667,122
318.683333333,123
319.573333333,124
320.423333333,125
321.320000000,126
322.446666667,127
323.366666667,128
324.256666667,129
325.156666667,130
326.063333333,131
326.998083333,132
328.820000000,133
329.676666667,134
330.556666667,135
331.396666667,136
332.236666667,137
333.093562500,138
