onset(s),measure
0.490666667,1
6.496000000,2
11.044916667,3
17.353354167,4
22.122187500,5
23.446666667,6
24.786666667,7
26.124000000,8
27.402666667,9
28.672000000,10
30.275958333,11
31.598000000,12
32.895333333,13
34.458666667,14
35.776000000,15
37.264000000,16
38.868000000,17
40.288000000,18
42.040000000,19
43.388000000,20
44.724000000,21
46.088000000,22
47.344000000,23
48.716000000,24
53.052854167,25
59.404000000,26
63.652000000,27
70.148958333,28
73.908000000,29
75.256000000,30
76.548000000,31
77.800000000,32
79.264000000,33
80.684000000,34
82.116000000,35
83.754666667,36
85.232000000,37
86.700000000,38
88.024000000,39
89.492000000,40
90.960000000,41
92.328000000,42
93.624000000,43
95.236000000,44
96.628000000,45
97.892000000,46
99.112000000,47
100.412000000,48
101.808000000,49
103.156000000,50
104.492000000,51
106.140000000,52
107.924000000,53
109.620000000,54
111.116000000,55
117.048000000,56
123.128000000,57
128.928000000,58
134.324000000,59
139.560270833,60
144.832000000,61
152.964000000,62
154.330000000,63
155.743333333,64
157.080000000,65
158.340000000,66
159.666666667,67
160.860000000,68
162.046666667,69
166.826666667,70
167.128458333,71
168.085333333,72
169.054020833,73
170.040000000,74
171.061333333,75
171.984000000,76
172.920000000,77
173.946666667,78
174.720000000,79
175.035270833,80
175.872000000,81
176.877333333,82
177.816000000,83
178.784000000,84
179.565333333,85
180.604562500,86
181.632000000,87
182.493333333,88
182.720000000,89
183.695354167,90
184.573333333,91
185.498666667,92
186.568000000,93
187.508291667,94
188.349333333,95
189.314666667,96
190.122666667,97
190.368000000,98
191.304000000,99
192.205333333,100
193.162958333,101
194.202666667,102
195.149333333,103
196.040000000,104
197.114666667,105
198.267437500,106
198.637333333,107
199.813333333,108
201.021666667,109
202.111083333,110
203.360000000,111
204.514666667,112
205.765333333,113
206.835333333,114
208.224000000,115
209.339645833,116
210.501333333,117
211.630750000,118
212.866666667,119
214.010666667,120
215.157333333,121
216.291854167,122
217.520000000,123
218.669333333,124
219.902854167,125
221.024000000,126
222.072000000,127
222.488000000,128
223.696520833,129
224.922666667,130
226.122666667,131
227.405333333,132
228.637333333,133
229.832000000,134
230.962666667,135
232.409562500,136
233.509333333,137
234.680000000,138
235.792000000,139
237.124729167,140
238.249166667,141
239.394854167,142
240.504000000,143
241.680000000,144
242.826666667,145
244.004770833,146
245.181333333,147
246.304000000,148
246.665520833,149
247.920000000,150
249.213333333,151
250.341333333,152
251.709333333,153
252.942750000,154
254.184000000,155
255.298666667,156
256.621333333,157
258.120000000,158
259.272000000,159
260.581333333,160
261.728000000,161
263.020395833,162
264.336000000,163
265.434666667,164
266.717333333,165
267.893333333,166
269.138666667,167
270.258666667,168
271.338666667,169
271.701333333,170
272.949333333,171
274.210666667,172
275.320000000,173
276.682666667,174
277.922708333,175
279.216000000,176
280.300729167,177
281.658666667,178
283.093333333,179
284.178666667,180
285.461333333,181
286.583791667,182
287.861333333,183
289.120000000,184
290.125333333,185
291.336000000,186
292.354666667,187
293.601750000,188
294.712000000,189
295.992000000,190
296.408000000,191
297.520000000,192
298.573020833,193
299.626666667,194
300.668250000,195
301.666666667,196
302.650666667,197
303.706666667,198
304.576000000,199
304.907270833,200
305.936000000,201
306.898666667,202
307.954562500,203
308.984000000,204
309.938666667,205
310.898666667,206
311.992000000,207
312.888000000,208
313.128000000,209
314.152000000,210
315.144000000,211
316.200000000,212
317.298666667,213
318.274666667,214
319.226666667,215
320.322666667,216
321.181333333,217
321.456000000,218
322.455958333,219
323.421333333,220
324.477333333,221
325.552000000,222
326.586666667,223
327.602666667,224
328.904000000,225
