onset(s),measure
0.472000000,1
4.206666667,2
7.773333333,3
11.333333333,4
15.066666667,5
18.846666667,6
22.860000000,7
26.746666667,8
30.572604167,9
35.026666667,10
39.433333333,11
43.380000000,12
47.406000000,13
51.210000000,14
55.038000000,15
58.890000000,16
62.436000000,17
66.106750000,18
69.930000000,19
73.644000000,20
77.798041667,21
81.804000000,22
85.800000000,23
90.000000000,24
94.212000000,25
98.292000000,26
102.360000000,27
106.374000000,28
107.400000000,29
108.288000000,30
109.176666667,31
110.060000000,32
110.893333333,33
111.770000000,34
112.643333333,35
113.516666667,36
114.386666667,37
115.275958333,38
116.126666667,39
117.016666667,40
117.953333333,41
118.803333333,42
119.803333333,43
120.703333333,44
121.576666667,45
122.450000000,46
123.473333333,47
124.340000000,48
125.160000000,49
125.973333333,50
127.020000000,51
127.956666667,52
128.993333333,53
129.966666667,54
130.973333333,55
131.930000000,56
132.836666667,57
133.760000000,58
134.623333333,59
135.583333333,60
136.686666667,61
137.612937500,62
138.510000000,63
139.370000000,64
140.343333333,65
141.263333333,66
142.143333333,67
143.038208333,68
143.953333333,69
144.876666667,70
145.800000000,71
146.751541667,72
147.746666667,73
148.653333333,74
149.548416667,75
150.416666667,76
151.396666667,77
152.306666667,78
153.203333333,79
154.170000000,80
155.203333333,81
156.136666667,82
157.020000000,83
157.886666667,84
158.978083333,85
159.853333333,86
160.750000000,87
161.633333333,88
162.658562500,89
163.568354167,90
164.580000000,91
165.501270833,92
166.543333333,93
167.446666667,94
168.363333333,95
169.383333333,96
170.300000000,97
171.250000000,98
172.410000000,99
176.233333333,100
179.943333333,101
183.623333333,102
187.500000000,103
191.930000000,104
196.240000000,105
200.343333333,106
204.550000000,107
208.576666667,108
209.556666667,109
210.476666667,110
211.374833333,111
212.312312500,112
213.140000000,113
214.000000000,114
214.860000000,115
215.753333333,116
216.690000000,117
217.593333333,118
218.446666667,119
219.316666667,120
220.220000000,121
221.063333333,122
222.040000000,123
222.980000000,124
223.837333333,125
224.688000000,126
225.693333333,127
226.637333333,128
227.554666667,129
228.490666667,130
229.557333333,131
230.480000000,132
231.488000000,133
232.426666667,134
233.373333333,135
234.301333333,136
235.245833333,137
236.144000000,138
237.040000000,139
238.037333333,140
239.138666667,141
240.095687500,142
241.008000000,143
241.866666667,144
242.837333333,145
243.720000000,146
244.624000000,147
245.538666667,148
246.442666667,149
247.381333333,150
248.306666667,151
249.251000000,152
250.336000000,153
251.248000000,154
252.144000000,155
253.042666667,156
254.026666667,157
254.954666667,158
255.861333333,159
256.864000000,160
257.866666667,161
258.781333333,162
259.706666667,163
260.581333333,164
261.653333333,165
262.605333333,166
263.512000000,167
264.386666667,168
265.416000000,169
266.330666667,170
267.309333333,171
268.224000000,172
269.272000000,173
270.173333333,174
271.101333333,175
272.088000000,176
273.085333333,177
273.976000000,178
275.043854167,179
278.767562500,180
282.459000000,181
286.410000000,182
290.653333333,183
294.962625000,184
299.096666667,185
303.156666667,186
307.250000000,187
311.470000000,188
321.713000000,189
321.972000000,190
322.954333333,191
323.948333333,192
324.930666667,193
325.908333333,194
326.867333333,195
327.800666667,196
328.762000000,197
329.581000000,198
329.826000000,199
330.871333333,200
331.916666667,201
332.950333333,202
333.946666667,203
334.936000000,204
336.009333333,205
337.052333333,206
338.165333333,207
339.252666667,208
340.230333333,209
341.278000000,210
342.307000000,211
343.345333333,212
344.332333333,213
345.368333333,214
346.502333333,215
347.580333333,216
348.630333333,217
349.695354167,218
350.814333333,219
351.724333333,220
352.636666667,221
353.586333333,222
354.531333333,223
354.818333333,224
355.831000000,225
356.801666667,226
357.807333333,227
358.841000000,228
359.846666667,229
360.838333333,230
361.951333333,231
