onset(s),measure
0.486916667,1
2.658000000,2
4.542000000,3
6.390000000,4
8.490666667,5
10.480000000,6
12.384000000,7
14.149333333,8
16.229333333,9
18.370145833,10
20.453333333,11
22.490666667,12
24.698666667,13
26.677333333,14
28.758125000,15
30.901333333,16
33.329750000,17
35.722666667,18
37.925333333,19
40.080000000,20
42.554666667,21
44.864000000,22
47.146666667,23
49.520000000,24
51.824000000,25
53.994666667,26
59.077333333,27
66.218666667,28
73.509333333,29
75.504000000,30
77.541333333,31
79.492000000,32
81.503333333,33
83.570666667,34
85.572666667,35
87.515500000,36
89.633041667,37
91.592666667,38
93.888666667,39
95.900000000,40
97.948666667,41
100.024000000,42
102.132000000,43
104.314020833,44
106.392000000,45
108.880000000,46
111.020000000,47
113.136000000,48
115.160000000,49
117.216000000,50
119.348000000,51
121.528000000,52
123.580000000,53
125.760000000,54
127.917041667,55
129.984000000,56
132.098791667,57
138.435000000,58
138.654000000,59
140.052000000,60
141.594000000,61
142.977000000,62
144.489000000,63
145.962000000,64
147.520937500,65
148.939520833,66
150.501000000,67
152.004416667,68
153.534000000,69
154.983000000,70
156.415333333,71
156.660000000,72
158.133000000,73
159.684000000,74
161.202000000,75
162.765000000,76
164.262000000,77
165.888000000,78
167.331333333,79
168.885000000,80
170.367000000,81
171.855000000,82
173.274000000,83
174.687000000,84
174.930000000,85
176.418000000,86
178.035000000,87
179.460000000,88
181.056000000,89
182.447645833,90
183.975000000,91
185.469000000,92
187.044000000,93
188.631000000,94
190.200000000,95
191.742000000,96
193.333270833,97
194.814000000,98
196.242000000,99
196.473000000,100
197.991000000,101
199.587000000,102
201.000000000,103
202.626000000,104
204.077000000,105
205.723166667,106
207.234000000,107
208.746000000,108
210.433104167,109
212.097000000,110
213.582000000,111
215.188291667,112
216.654000000,113
