onset(s),measure
0.457416667,1
4.488000000,2
8.232000000,3
11.606145833,4
15.288000000,5
19.320000000,6
23.388000000,7
27.072000000,8
30.504000000,9
33.984000000,10
37.091062500,11
40.737395833,12
44.688000000,13
48.919229167,14
52.788000000,15
56.580000000,16
60.348000000,17
64.092000000,18
67.752000000,19
71.748000000,20
75.740895833,21
79.256041667,22
82.980000000,23
86.051187500,24
90.003083333,25
94.020000000,26
98.131625000,27
101.688000000,28
105.107958333,29
108.972000000,30
112.884000000,31
116.400000000,32
119.544000000,33
123.210125000,34
127.260000000,35
131.136000000,36
134.892000000,37
138.124666667,38
141.828000000,39
145.236000000,40
149.268000000,41
153.000000000,42
156.504000000,43
160.175958333,44
163.836000000,45
167.340000000,46
171.241312500,47
175.001750000,48
178.404000000,49
181.692000000,50
185.544000000,51
189.264000000,52
192.660000000,53
195.828000000,54
199.572000000,55
202.872000000,56
207.288000000,57
213.840000000,58
219.960000000,59
221.040000000,60
222.060000000,61
223.131208333,62
224.173895833,63
225.246000000,64
226.277333333,65
227.402000000,66
228.405333333,67
229.511333333,68
230.883333333,69
232.120583333,70
233.226000000,71
234.322666667,72
235.484666667,73
236.637333333,74
237.743333333,75
238.807333333,76
239.815333333,77
240.986666667,78
242.051229167,79
243.128666667,80
244.368729167,81
245.443458333,82
246.567229167,83
247.641333333,84
248.808000000,85
249.876666667,86
250.954666667,87
252.045187500,88
253.157333333,89
254.193333333,90
255.257333333,91
256.284000000,92
257.427333333,93
258.631333333,94
259.676666667,95
260.750000000,96
261.893333333,97
262.994666667,98
264.138000000,99
265.318666667,100
266.457333333,101
267.633333333,102
268.828000000,103
269.901333333,104
271.088229167,105
272.150666667,106
273.266000000,107
274.586666667,108
280.037333333,109
286.164666667,110
290.402000000,111
295.600666667,112
303.749333333,113
303.957000000,114
304.986666667,115
305.985000000,116
307.016000000,117
308.136000000,118
309.168000000,119
310.176666667,120
311.146666667,121
312.233333333,122
313.203333333,123
314.196666667,124
315.186666667,125
316.186666667,126
317.170000000,127
318.143333333,128
319.220000000,129
320.126666667,130
320.366666667,131
321.396666667,132
322.420000000,133
323.466666667,134
324.577000000,135
325.586666667,136
326.573333333,137
327.513333333,138
328.570000000,139
329.523333333,140
330.483333333,141
331.463333333,142
332.386666667,143
333.426666667,144
334.356666667,145
335.436666667,146
336.303333333,147
336.533333333,148
337.526666667,149
338.703333333,150
339.706666667,151
340.776666667,152
341.743333333,153
342.783333333,154
343.844562500,155
344.956666667,156
345.946666667,157
346.983333333,158
347.980000000,159
349.073333333,160
350.088791667,161
351.060000000,162
351.986666667,163
353.100000000,164
354.136666667,165
355.156666667,166
356.146666667,167
357.100000000,168
358.070000000,169
359.036666667,170
360.173333333,171
361.096666667,172
361.316666667,173
362.326666667,174
363.433333333,175
364.424354167,176
365.510000000,177
366.490000000,178
367.520000000,179
368.596666667,180
369.716666667,181
370.746666667,182
371.780000000,183
372.756666667,184
373.884750000,185
374.871520833,186
375.820000000,187
376.763333333,188
377.876666667,189
378.890000000,190
379.926666667,191
380.900000000,192
381.856666667,193
382.796666667,194
383.756666667,195
384.970000000,196
