onset(s),measure
0.557333333,1
0.688000000,2
1.604000000,3
2.478666667,4
3.374666667,5
6.526666667,6
10.205333333,7
14.138666667,8
17.898666667,9
22.617229167,10
22.834666667,11
23.738666667,12
24.650666667,13
25.530666667,14
28.682666667,15
32.730666667,16
37.264000000,17
41.314666667,18
46.277333333,19
51.108000000,20
55.629000000,21
60.396666667,22
66.072479167,23
70.733333333,24
74.976666667,25
79.476666667,26
88.650000000,27
90.086666667,28
91.496666667,29
92.940000000,30
94.416666667,31
95.842708333,32
97.301708333,33
98.686666667,34
100.066666667,35
101.426666667,36
102.830000000,37
104.186666667,38
105.540000000,39
107.040000000,40
108.466666667,41
109.936666667,42
111.346666667,43
112.710000000,44
114.086666667,45
115.543333333,46
116.986666667,47
118.366666667,48
119.726666667,49
121.210000000,50
122.646666667,51
124.153333333,52
125.476666667,53
126.826666667,54
128.170000000,55
129.633333333,56
131.043333333,57
132.428270833,58
133.856770833,59
135.303333333,60
136.754645833,61
138.140000000,62
139.613333333,63
140.946666667,64
142.518062500,65
143.834625000,66
145.300000000,67
146.750000000,68
148.260000000,69
149.747645833,70
151.266666667,71
152.646666667,72
154.023333333,73
155.353333333,74
156.813333333,75
158.350000000,76
159.836666667,77
161.263333333,78
162.623333333,79
164.056666667,80
168.713333333,81
169.060000000,82
170.740000000,83
172.366666667,84
174.070000000,85
175.916666667,86
177.570000000,87
179.170000000,88
180.860000000,89
182.577000000,90
184.166666667,91
185.890000000,92
187.483333333,93
189.088562500,94
190.804750000,95
192.296666667,96
192.606666667,97
194.236666667,98
195.835604167,99
197.470000000,100
199.356666667,101
200.873333333,102
202.583333333,103
204.263333333,104
205.756666667,105
207.391708333,106
208.883333333,107
210.496666667,108
212.140000000,109
213.862854167,110
215.476666667,111
215.836666667,112
217.550000000,113
219.235750000,114
220.975333333,115
222.970000000,116
224.686666667,117
226.330000000,118
227.980000000,119
229.880000000,120
231.686208333,121
233.470000000,122
235.234291667,123
237.206666667,124
238.818791667,125
240.526666667,126
242.213333333,127
244.026666667,128
245.663333333,129
247.383333333,130
248.993333333,131
250.606104167,132
252.290000000,133
253.720000000,134
254.043333333,135
255.750000000,136
257.426666667,137
259.166666667,138
261.386666667,139
263.113333333,140
264.700000000,141
266.403333333,142
268.210000000,143
269.860000000,144
271.606666667,145
273.290000000,146
275.330000000,147
277.011645833,148
278.780937500,149
280.553333333,150
282.070000000,151
283.670000000,152
285.116666667,153
286.853333333,154
288.544083333,155
290.423333333,156
