Note,Onset (ms),Score_duration,Time-Signature,Movement,Measure,Repeated
D4,308.72289524146186,1.5,4/4,1,1,0
D5,1625.098505410191,0.25,4/4,1,1,0
E5,1844.7315226507592,0.25,4/4,1,1,0
E5,2795.246151202262,1.5,4/4,1,1,0
D5,2869.9011477924832,0.25,4/4,1,1,0
E5,2933.425541925132,0.25,4/4,1,1,0
D4,3066.6098000033653,1.5,4/4,1,2,0
F♯5,4446.214214685909,0.25,4/4,1,2,0
G5,4532.958563467089,0.25,4/4,1,2,0
G5,4588.403743465455,1.5,4/4,1,2,0
F♯5,5697.44791649996,0.25,4/4,1,2,0
G5,5742.144022920342,0.25,4/4,1,2,0
D4,5847.7166594137925,1.0,4/4,1,3,0
A5,6519.773419617872,0.75,4/4,1,3,0
F♯4,7105.085831040782,0.25,4/4,1,3,0
G5,7233.2697348106185,0.75,4/4,1,3,0
E4,7730.702681947811,0.25,4/4,1,3,0
F♯5,7840.666985377508,0.75,4/4,1,3,0
D4,8333.099578206315,0.25,4/4,1,3,0
E5,8489.503790933062,1.0,4/4,1,4,0
A4,9254.440369731246,1.0,4/4,1,4,0
0,9717.517538098595,0.125,4/4,1,4,0
A4,9842.15955375903,0.125,4/4,1,4,0
B4,10291.880934498828,0.125,4/4,1,4,0
C♯5,10393.302995510732,0.125,4/4,1,4,0
D5,10448.285147225579,0.125,4/4,1,4,0
E5,10490.55624307808,0.125,4/4,1,4,0
F♯5,10507.046263651324,0.125,4/4,1,4,0
G5,10548.106131948734,0.125,4/4,1,4,0
A5,10575.333935490911,0.75,4/4,1,4,0
G5,11067.766528319698,0.25,4/4,1,4,0
F♯5,11340.270514289083,0.75,4/4,1,5,0
C♯5,11879.143016414931,0.25,4/4,1,5,0
D5,12081.987138438757,1.0,4/4,1,5,0
0,12754.616840078766,0.125,4/4,1,5,0
B4,12855.465959654737,0.125,4/4,1,5,0
C♯5,13003.327929963682,0.125,4/4,1,5,0
D5,13058.310081678535,0.125,4/4,1,5,0
E5,13113.292233393397,0.125,4/4,1,5,0
F♯5,13149.264264019499,0.125,4/4,1,5,0
G5,13195.889874238677,0.125,4/4,1,5,0
A5,13225.408229531427,0.125,4/4,1,5,0
B5,13288.634438930909,0.75,4/4,1,5,0
A5,13825.653433081603,0.25,4/4,1,5,0
G♯5,14098.157419050987,0.75,4/4,1,6,0
D♯5,14706.689785122433,0.25,4/4,1,6,0
E5,14863.093997849182,1.0,4/4,1,6,0
0,15581.590667350307,0.75,4/4,1,6,0
B4,15841.82371369386,0.25,4/4,1,6,0
C♯5,16137.547654311764,0.75,4/4,1,6,0
G♯4,16746.08002038319,0.25,4/4,1,6,0
A4,16879.264278461418,0.75,4/4,1,7,0
A4,17510.071598871644,0.0833333333333333,4/4,1,7,0
B4,17532.1913972256,0.0833333333333333,4/4,1,7,0
C♯5,17584.10972028398,0.0833333333333333,4/4,1,7,0
F♯4,17690.64076655666,0.75,4/4,1,7,0
F♯4,18232.22093550437,0.0833333333333333,4/4,1,7,0
G4,18297.127976023778,0.0833333333333333,4/4,1,7,0
A4,18364.74268336505,0.0833333333333333,4/4,1,7,0
D4,18502.01725465189,0.75,4/4,1,7,0
C♯5,19133.76957537186,0.25,4/4,1,7,0
