onset(s),measure
1.279166667,1
2.482666667,2
5.637333333,3
8.474666667,4
11.592000000,5
15.420770833,6
18.658937500,7
21.765333333,8
24.752000000,9
27.944000000,10
31.059500000,11
34.346666667,12
37.632000000,13
40.452000000,14
44.136000000,15
47.027270833,16
48.361479167,17
51.575333333,18
54.468000000,19
57.780000000,20
61.632000000,21
64.816583333,22
67.920000000,23
71.148000000,24
74.184000000,25
77.160000000,26
80.424000000,27
83.364000000,28
86.412000000,29
90.288000000,30
93.324000000,31
94.537500000,32
97.800000000,33
100.716000000,34
103.989395833,35
107.316000000,36
110.484000000,37
113.532000000,38
116.616000000,39
119.796000000,40
122.976000000,41
126.120000000,42
129.336000000,43
132.970750000,44
136.239375000,45
139.422500000,46
143.148000000,47
145.909458333,48
147.333583333,49
150.600000000,50
153.672000000,51
156.996000000,52
160.620000000,53
163.788000000,54
166.572000000,55
169.668000000,56
172.788000000,57
176.004000000,58
179.128854167,59
182.352000000,60
185.796000000,61
188.952000000,62
192.024000000,63
196.416000000,64
203.714562500,65
205.852020833,66
208.164000000,67
210.300000000,68
212.460000000,69
214.464000000,70
216.501333333,71
218.570666667,72
220.650666667,73
222.698666667,74
225.322666667,75
227.658666667,76
229.792000000,77
231.840000000,78
233.992583333,79
236.181333333,80
238.517333333,81
240.746666667,82
243.264000000,83
245.504000000,84
247.734208333,85
249.975875000,86
252.032000000,87
254.122666667,88
256.341333333,89
259.040000000,90
261.429333333,91
263.605333333,92
265.557333333,93
267.520000000,94
269.578666667,95
271.712000000,96
277.109333333,97
278.197333333,98
279.168000000,99
280.085333333,100
281.002666667,101
282.026666667,102
283.466666667,103
284.426666667,104
285.493333333,105
286.453333333,106
287.424000000,107
288.437333333,108
290.218666667,109
291.285333333,110
292.298666667,111
293.280000000,112
294.176000000,113
295.168000000,114
296.725333333,115
297.770666667,116
298.762666667,117
299.744000000,118
300.693333333,119
301.674666667,120
303.498666667,121
304.576000000,122
305.504000000,123
306.496000000,124
307.477333333,125
308.448000000,126
309.962666667,127
310.976000000,128
311.978666667,129
312.928000000,130
314.016000000,131
315.082666667,132
317.290666667,133
318.336000000,134
319.264000000,135
320.256000000,136
321.216000000,137
322.261333333,138
