onset(s),measure
1.026666667,1
1.962666667,2
8.448000000,3
14.883291667,4
21.504000000,5
28.384000000,6
35.264000000,7
42.069333333,8
48.512000000,9
56.277333333,10
62.976000000,11
70.080000000,12
77.482666667,13
84.928000000,14
90.032000000,15
91.816000000,16
93.200000000,17
94.960000000,18
96.536000000,19
98.136000000,20
99.620000000,21
101.120000000,22
102.792000000,23
104.416000000,24
105.912000000,25
107.340000000,26
109.426666667,27
111.013333333,28
112.893333333,29
114.300000000,30
116.006666667,31
117.626666667,32
119.186666667,33
120.660000000,34
122.173333333,35
123.740000000,36
125.293333333,37
126.820000000,38
128.286666667,39
130.260000000,40
131.686666667,41
133.086666667,42
134.633333333,43
136.206666667,44
137.666666667,45
139.200000000,46
141.320000000,47
143.193791667,48
144.493333333,49
146.086666667,50
147.700000000,51
149.226666667,52
150.906666667,53
152.786666667,54
154.220000000,55
155.933333333,56
157.713333333,57
159.400000000,58
161.033333333,59
162.640000000,60
164.260000000,61
165.906666667,62
167.400000000,63
168.866666667,64
170.915395833,65
172.386666667,66
173.940000000,67
175.437166667,68
177.749333333,69
182.333333333,70
183.700000000,71
184.860000000,72
186.213333333,73
187.680000000,74
189.046666667,75
190.460000000,76
191.733333333,77
192.893333333,78
194.160000000,79
195.273333333,80
196.546666667,81
197.991458333,82
199.253333333,83
200.400000000,84
201.726666667,85
203.100000000,86
204.473333333,87
205.980000000,88
207.233333333,89
208.413333333,90
209.693333333,91
210.886666667,92
212.180000000,93
213.693333333,94
215.120000000,95
216.293333333,96
217.493333333,97
218.913000000,98
220.188333333,99
221.373333333,100
222.546666667,101
223.793333333,102
225.198791667,103
226.526666667,104
227.826666667,105
229.244458333,106
230.446666667,107
231.546666667,108
232.786666667,109
233.993333333,110
235.342104167,111
236.480000000,112
237.833333333,113
239.173333333,114
240.526666667,115
242.106666667,116
243.353333333,117
244.540000000,118
245.800000000,119
246.980000000,120
248.206666667,121
249.720000000,122
250.993333333,123
252.200000000,124
253.420000000,125
254.819187500,126
256.102875000,127
257.289604167,128
258.553333333,129
259.782625000,130
261.233333333,131
262.726666667,132
264.006666667,133
265.606666667,134
266.846666667,135
267.966666667,136
269.313333333,137
270.460000000,138
271.786666667,139
273.000000000,140
274.326666667,141
275.720000000,142
277.080000000,143
278.557062500,144
279.786666667,145
281.020000000,146
282.280000000,147
283.466666667,148
284.793333333,149
