onset(s),measure
1.321354167,1
5.346666667,2
9.120000000,3
13.373333333,4
17.146666667,5
21.648729167,6
25.600000000,7
29.586666667,8
33.289604167,9
37.706666667,10
41.613333333,11
45.706666667,12
50.240000000,13
54.840479167,14
59.146666667,15
63.066666667,16
67.413333333,17
71.173333333,18
75.706666667,19
79.680000000,20
83.600208333,21
87.386666667,22
91.106666667,23
94.969541667,24
99.146666667,25
103.360000000,26
107.960000000,27
112.093333333,28
116.647041667,29
120.802020833,30
124.986666667,31
129.306666667,32
133.573333333,33
138.040000000,34
143.133333333,35
147.440000000,36
151.866666667,37
156.133333333,38
160.560000000,39
164.890437500,40
168.866666667,41
173.480000000,42
178.133333333,43
182.106666667,44
186.760000000,45
190.906666667,46
195.013333333,47
199.400000000,48
203.533333333,49
207.946666667,50
213.040000000,51
217.106666667,52
221.560000000,53
225.520000000,54
229.560000000,55
233.703875000,56
237.853333333,57
243.440000000,58
252.527333333,59
253.736000000,60
254.720666667,61
255.913479167,62
256.956000000,63
257.976895833,64
259.070000000,65
260.353750000,66
261.324000000,67
262.517145833,68
264.231333333,69
265.547333333,70
266.792562500,71
268.255708333,72
269.588666667,73
270.864375000,74
271.940666667,75
272.925333333,76
274.022000000,77
275.254000000,78
276.206000000,79
277.323500000,80
278.838000000,81
279.878979167,82
281.204000000,83
282.239895833,84
283.346000000,85
284.316666667,86
285.562666667,87
286.743333333,88
287.844666667,89
288.871333333,90
289.987729167,91
291.036666667,92
292.380666667,93
293.519333333,94
294.485333333,95
295.614666667,96
296.930666667,97
297.962000000,98
299.161333333,99
300.346666667,100
301.606666667,101
302.773333333,102
303.996000000,103
305.022666667,104
306.147333333,105
307.309333333,106
308.588000000,107
310.459333333,108
316.227333333,109
320.420395833,110
324.812708333,111
330.507333333,112
336.051000000,113
336.285000000,114
337.296000000,115
338.298000000,116
339.297000000,117
340.422104167,118
341.466000000,119
342.446666667,120
343.386666667,121
344.550000000,122
345.566666667,123
346.570000000,124
347.603333333,125
348.686666667,126
349.670000000,127
350.677041667,128
351.826666667,129
352.742979167,130
352.933333333,131
353.920000000,132
354.880000000,133
355.920000000,134
357.003333333,135
358.043333333,136
358.996000000,137
359.943333333,138
361.096666667,139
362.133333333,140
363.173333333,141
364.176666667,142
365.226666667,143
366.250000000,144
367.213333333,145
368.436666667,146
369.543333333,147
369.756666667,148
370.896666667,149
372.110000000,150
373.116666667,151
374.306666667,152
375.356666667,153
376.413333333,154
377.523333333,155
378.693333333,156
379.673333333,157
380.736312500,158
381.710000000,159
382.833333333,160
383.829041667,161
384.838708333,162
385.746666667,163
387.013333333,164
388.110000000,165
389.166666667,166
390.190000000,167
391.173333333,168
392.216666667,169
393.215312500,170
394.316666667,171
395.484145833,172
395.703333333,173
396.810000000,174
398.007229167,175
399.089166667,176
400.220687500,177
401.283333333,178
402.313333333,179
403.446666667,180
404.710000000,181
405.700000000,182
406.743145833,183
407.693333333,184
408.793333333,185
409.770000000,186
410.759104167,187
411.676666667,188
412.860000000,189
413.976666667,190
414.963333333,191
415.960000000,192
417.023333333,193
418.046666667,194
419.106500000,195
420.713333333,196
