Note,Onset (ms),Score_duration,Time-Signature,Movement,Measure,Repeated
0,6.863484810622822,0.5,3/4,1,1,0
A5,1759.3090984727544,0.5,3/4,1,1,0
A5,3076.2876043179076,1.5,3/4,1,2,0
E5,3173.082482826494,0.5,3/4,1,2,0
C5,3439.4509989829567,0.5,3/4,1,2,0
E5,3775.4793790849963,0.5,3/4,1,2,0
A4,3948.968076647361,0.5,3/4,1,3,0
C5,4308.216411397928,0.5,3/4,1,3,0
E5,4504.925063608813,0.5,3/4,1,3,0
A5,4794.513534413801,0.5,3/4,1,3,0
C6,4968.002231976158,0.5,3/4,1,3,0
A5,5187.930838835569,0.5,3/4,1,3,0
D5,5570.3991282346615,0.5,3/4,1,4,0
F5,5697.447916499973,0.5,3/4,1,4,0
A5,5917.376523359385,0.5,3/4,1,4,0
D6,6137.305130218795,0.5,3/4,1,4,0
F6,6334.013782429678,0.5,3/4,1,4,0
D6,6554.885338031667,0.5,3/4,1,4,0
G♯4,6936.410678688181,0.5,3/4,1,5,0
B4,7249.219104141695,0.5,3/4,1,5,0
E5,7538.807574946683,0.5,3/4,1,5,0
G♯5,7689.076317860516,0.5,3/4,1,5,0
B5,7885.784970071399,0.5,3/4,1,5,0
D5,8128.933531579335,0.5,3/4,1,5,0
C5,8418.522002384323,0.5,3/4,1,6,0
A5,8777.77033713489,0.5,3/4,1,6,0
B4,8974.478989345775,0.5,3/4,1,6,0
A5,9171.187641556658,0.5,3/4,1,6,0
E5,9414.336203064582,0.5,3/4,1,6,0
G♯5,9634.264809924,0.5,3/4,1,6,0
A4,10109.612917917199,1.0,3/4,1,7,0
0,11501.488272225602,0.5,3/4,1,7,0
C6,11674.976969787955,0.5,3/4,1,7,0
B5,12127.105123132618,0.5,3/4,1,7,0
A5,12347.033729992036,0.5,3/4,1,7,0
G5,12590.18229149998,0.5,3/4,1,8,0
B4,13088.750354141697,0.5,3/4,1,8,0
C5,13285.459006352576,0.5,3/4,1,8,0
G5,13575.047477157566,0.5,3/4,1,8,0
A5,13725.316220071405,0.5,3/4,1,8,0
E5,13968.46478157934,0.5,3/4,1,8,0
F5,14165.17343379022,0.5,3/4,1,9,0
A4,14547.641723189307,0.5,3/4,1,9,0
B4,14814.010239345775,0.5,3/4,1,9,0
F5,14964.278982259613,0.5,3/4,1,9,0
G5,15207.427543767542,0.5,3/4,1,9,0
F5,15427.356150626947,0.5,3/4,1,9,0
E5,16204.563669050991,1.0,3/4,1,10,0
0,16830.180519958016,0.5,3/4,1,10,0
E5,16910.789398926267,0.5,3/4,1,10,0
D5,17595.1170987562,0.5,3/4,1,10,0
C5,17861.485614912675,0.5,3/4,1,10,0
