onset(s),measure
0.362666667,1
3.093333333,2
5.856000000,3
8.501333333,4
11.189333333,5
13.962666667,6
16.885333333,7
20.000000000,8
22.997333333,9
25.781333333,10
28.533333333,11
31.317333333,12
33.973333333,13
37.120000000,14
40.309333333,15
43.424000000,16
46.400000000,17
49.205333333,18
52.096000000,19
55.072000000,20
58.186666667,21
61.194666667,22
64.000000000,23
66.816000000,24
69.549812500,25
72.373333333,26
75.082666667,27
78.378666667,28
79.760000000,29
80.629333333,30
81.472000000,31
82.292000000,32
83.116520833,33
83.962666667,34
84.779333333,35
85.633333333,36
86.510666667,37
87.372166667,38
88.228000000,39
89.086666667,40
89.971354167,41
90.961250000,42
92.213333333,43
93.090666667,44
93.944666667,45
94.808000000,46
95.755333333,47
96.592437500,48
97.483520833,49
98.345333333,50
99.460666667,51
100.450000000,52
101.369333333,53
102.274666667,54
103.107562500,55
104.034000000,56
104.850020833,57
105.779333333,58
106.614666667,59
107.594666667,60
108.826666667,61
109.822354167,62
110.796000000,63
111.659333333,64
112.672000000,65
113.614625000,66
114.575354167,67
115.499187500,68
116.456666667,69
117.380666667,70
118.276666667,71
119.172666667,72
120.246000000,73
121.165333333,74
122.050166667,75
122.971333333,76
123.932666667,77
124.944500000,78
125.928458333,79
127.064000000,80
128.076666667,81
128.930666667,82
129.803333333,83
130.657895833,84
131.576666667,85
132.458666667,86
133.326666667,87
134.213333333,88
135.300666667,89
136.243333333,90
137.195333333,91
138.047916667,92
139.052666667,93
139.986000000,94
140.928666667,95
141.964666667,96
142.865333333,97
143.719333333,98
144.760000000,99
148.096666667,100
151.236208333,101
154.135333333,102
156.795333333,103
159.557104167,104
162.320666667,105
165.022666667,106
167.743333333,107
171.406666667,108
177.102333333,109
177.386666667,110
178.258666667,111
179.176000000,112
180.074666667,113
181.050666667,114
181.925333333,115
182.856708333,116
183.784000000,117
184.605333333,118
184.818666667,119
185.754666667,120
186.805333333,121
187.733333333,122
188.691937500,123
189.666666667,124
190.688937500,125
191.693020833,126
192.762666667,127
193.687562500,128
194.633395833,129
195.545583333,130
196.533333333,131
197.472000000,132
198.402666667,133
199.373333333,134
200.410666667,135
201.472000000,136
202.450666667,137
203.416000000,138
204.378291667,139
205.304083333,140
206.282666667,141
207.282666667,142
208.202666667,143
208.530666667,144
209.440000000,145
210.452083333,146
211.383354167,147
212.392000000,148
213.314666667,149
214.267020833,150
215.496000000,151
