onset(s),measure
0.373333333,1
6.546666667,2
13.660000000,3
16.593333333,4
19.800000000,5
23.360812500,6
26.551916667,7
29.787041667,8
33.211125000,9
36.630062500,10
40.171291667,11
43.533833333,12
46.826666667,13
50.038604167,14
53.384208333,15
56.828729167,16
60.026666667,17
65.300000000,18
70.704187500,19
76.903375000,20
82.266666667,21
88.820000000,22
91.911604167,23
95.160000000,24
98.660000000,25
102.220000000,26
105.520000000,27
108.773333333,28
111.966666667,29
115.301416667,30
118.583208333,31
122.040000000,32
126.260000000,33
126.406666667,34
127.210666667,35
127.992000000,36
128.776000000,37
129.648000000,38
130.591250000,39
131.442666667,40
132.357333333,41
133.240000000,42
134.110916667,43
134.949333333,44
135.769750000,45
136.669333333,46
137.493333333,47
138.592000000,48
139.571854167,49
140.553583333,50
141.386666667,51
142.205333333,52
143.058666667,53
143.920000000,54
144.784000000,55
145.680000000,56
145.797333333,57
146.634666667,58
147.445333333,59
148.308270833,60
149.237333333,61
150.181333333,62
151.013333333,63
151.926187500,64
152.815395833,65
153.664000000,66
154.616000000,67
155.442666667,68
156.405333333,69
157.248000000,70
158.335416667,71
159.317333333,72
160.400000000,73
161.266833333,74
162.122666667,75
162.989333333,76
163.906666667,77
164.768000000,78
165.713333333,79
165.850666667,80
166.661333333,81
167.520000000,82
168.408208333,83
169.288000000,84
170.181333333,85
171.104833333,86
172.072000000,87
172.984000000,88
173.897291667,89
174.814520833,90
175.704000000,91
176.605333333,92
177.621333333,93
178.632000000,94
179.674666667,95
180.605333333,96
181.450666667,97
182.616000000,98
