onset(s),measure
0.384000000,1
3.393333333,2
5.660000000,3
7.640000000,4
11.008000000,5
14.686666667,6
18.860000000,7
21.613333333,8
23.957333333,9
26.040000000,10
29.418666667,11
31.765333333,12
33.933333333,13
36.126666667,14
38.373333333,15
40.789333333,16
43.242666667,17
45.480000000,18
48.260000000,19
50.645333333,20
52.885333333,21
55.213333333,22
57.376000000,23
59.753333333,24
61.920000000,25
64.073333333,26
68.138666667,27
73.700000000,28
79.426666667,29
85.413333333,30
91.612208333,31
97.646666667,32
103.360000000,33
109.354666667,34
114.626666667,35
122.120000000,36
128.773333333,37
129.976000000,38
131.126666667,39
132.286666667,40
133.546666667,41
134.664000000,42
135.848000000,43
137.224000000,44
138.386666667,45
139.586666667,46
140.766666667,47
142.024000000,48
143.338666667,49
144.526666667,50
145.753333333,51
146.866666667,52
148.186666667,53
149.300000000,54
150.368000000,55
151.744000000,56
152.880000000,57
154.037333333,58
155.221333333,59
156.490666667,60
157.880000000,61
159.060000000,62
160.330666667,63
161.446666667,64
162.760000000,65
163.940000000,66
165.173333333,67
166.600000000,68
167.793333333,69
168.960000000,70
170.208000000,71
171.293333333,72
172.500000000,73
173.853333333,74
175.453333333,75
176.616000000,76
177.924000000,77
179.053333333,78
180.426666667,79
181.644000000,80
182.920000000,81
184.340000000,82
185.580000000,83
186.833333333,84
188.100000000,85
189.300000000,86
190.536000000,87
192.216000000,88
