onset(s),measure
0.341333333,1
5.877416667,2
11.283708333,3
17.264000000,4
21.823729167,5
23.072000000,6
24.400000000,7
25.712000000,8
27.080770833,9
28.373083333,10
29.669333333,11
30.981333333,12
32.325333333,13
33.632000000,14
34.928000000,15
36.415312500,16
37.696000000,17
39.002666667,18
40.282666667,19
41.605333333,20
42.929666667,21
44.112000000,22
45.221333333,23
46.592000000,24
49.710479167,25
54.549333333,26
59.048083333,27
63.928770833,28
68.245333333,29
69.461333333,30
70.736000000,31
72.026666667,32
73.418666667,33
74.752000000,34
76.176000000,35
77.520000000,36
78.906666667,37
80.302875000,38
81.674666667,39
83.120000000,40
84.464000000,41
85.781333333,42
87.178666667,43
88.712270833,44
89.984000000,45
91.296000000,46
92.624000000,47
93.978666667,48
95.290666667,49
96.682666667,50
98.021333333,51
99.674666667,52
101.093333333,53
102.522666667,54
103.877333333,55
107.210666667,56
113.536000000,57
118.725333333,58
123.685333333,59
128.789333333,60
134.128000000,61
140.042666667,62
141.349250000,63
142.672791667,64
143.866666667,65
144.997333333,66
146.437333333,67
147.778916667,68
149.226666667,69
153.472000000,70
153.756000000,71
154.544000000,72
155.480000000,73
156.348000000,74
157.220000000,75
158.072000000,76
158.940000000,77
159.828000000,78
160.580000000,79
160.824000000,80
161.668000000,81
162.544000000,82
163.448000000,83
164.344000000,84
165.192000000,85
166.068000000,86
167.012520833,87
167.920000000,88
168.168000000,89
169.040000000,90
169.956000000,91
170.892000000,92
171.889416667,93
172.788000000,94
173.708000000,95
174.599812500,96
175.624000000,97
175.804000000,98
176.768000000,99
177.686208333,100
178.592000000,101
179.516000000,102
180.440000000,103
181.376000000,104
182.300000000,105
183.500000000,106
183.760000000,107
184.748000000,108
185.680000000,109
186.592000000,110
187.784000000,111
188.824000000,112
189.820000000,113
190.748000000,114
191.809479167,115
192.708000000,116
193.568000000,117
194.524000000,118
195.620000000,119
196.560000000,120
197.460000000,121
198.372000000,122
199.364000000,123
200.304000000,124
201.312000000,125
202.288000000,126
203.252000000,127
203.512000000,128
204.500000000,129
205.556000000,130
206.472000000,131
207.636000000,132
208.672000000,133
209.676000000,134
210.652000000,135
211.668000000,136
212.720000000,137
213.528000000,138
214.444000000,139
215.496000000,140
216.416000000,141
217.328000000,142
218.232000000,143
219.288000000,144
220.244000000,145
221.264000000,146
222.288000000,147
223.284000000,148
223.520000000,149
224.508000000,150
225.598312500,151
226.532000000,152
227.496000000,153
228.472000000,154
229.528000000,155
230.400000000,156
231.435979167,157
232.432000000,158
233.464000000,159
234.480000000,160
235.456000000,161
236.480000000,162
237.436000000,163
238.380000000,164
239.324000000,165
240.292000000,166
241.364000000,167
242.368000000,168
243.392000000,169
243.740000000,170
244.660000000,171
245.596000000,172
246.524000000,173
247.440000000,174
248.276000000,175
249.232000000,176
250.164000000,177
251.064000000,178
251.316000000,179
252.172000000,180
253.068000000,181
254.012000000,182
254.963916667,183
255.808000000,184
256.732000000,185
257.644000000,186
258.548000000,187
258.804666667,188
259.664000000,189
260.596000000,190
261.556000000,191
262.524000000,192
263.388000000,193
264.352000000,194
265.460000000,195
