onset(s),measure
0.576000000,1
6.624000000,2
13.488000000,3
19.744000000,4
25.856000000,5
32.256000000,6
38.480000000,7
44.064000000,8
50.192000000,9
56.352000000,10
62.396104167,11
67.632000000,12
73.504000000,13
79.472000000,14
85.216000000,15
90.608000000,16
96.896000000,17
102.944000000,18
104.864000000,19
106.613333333,20
108.362666667,21
110.240000000,22
111.946666667,23
113.689854167,24
115.445333333,25
117.152000000,26
118.869333333,27
120.960000000,28
122.683354167,29
124.416000000,30
126.240000000,31
128.106666667,32
130.037333333,33
131.882666667,34
133.525333333,35
135.264000000,36
137.098666667,37
138.784687500,38
140.768000000,39
142.560000000,40
144.256000000,41
146.133333333,42
147.936000000,43
149.706666667,44
151.861333333,45
153.952000000,46
155.701333333,47
157.344000000,48
162.400000000,49
163.978666667,50
165.546666667,51
166.965333333,52
168.560000000,53
170.081333333,54
171.714666667,55
173.152000000,56
174.766666667,57
176.362666667,58
177.977333333,59
179.396000000,60
180.992000000,61
182.569333333,62
184.230666667,63
185.705333333,64
187.329333333,65
188.969895833,66
190.568000000,67
192.052000000,68
193.722666667,69
195.309333333,70
196.821604167,71
198.268000000,72
200.022666667,73
201.650395833,74
203.270666667,75
204.787645833,76
206.650166667,77
208.226666667,78
209.841333333,79
211.298395833,80
212.930666667,81
214.564000000,82
216.160000000,83
217.634666667,84
219.342666667,85
220.920000000,86
222.338666667,87
223.850666667,88
225.596000000,89
227.248000000,90
228.909333333,91
230.421333333,92
232.344000000,93
233.986666667,94
235.690666667,95
237.217750000,96
