Note,Score_duration,Time-Signature,Movement,Measure,Repeated
0,0,0,x,x,.
B♭4,2.0,3/2,1,1,0
G♭5,0.5,3/2,1,1,0
F5,1.5,3/2,1,1,0
E♭5,0.5,3/2,1,1,0
D♭5,1.5,3/2,1,1,0
C5,0.0,3/2,1,2,0
B♭4,4.0,3/2,1,2,0
0,2.0,3/2,1,2,0
A4,2.0,3/2,1,3,0
F5,0.5,3/2,1,3,0
E♭5,1.5,3/2,1,3,0
D♭5,0.5,3/2,1,3,0
C5,1.5,3/2,1,3,0
F4,4.0,3/2,1,4,0
0,2.0,3/2,1,4,0
0,0,0,x,x,.
B♭5,0.5,3/4,2,5,0
F5,0.5,3/4,2,5,0
F5,0.5,3/4,2,5,0
F5,0.5,3/4,2,5,0
F5,0.25,3/4,2,5,0
G♭5,0.25,3/4,2,5,0
E♭5,0.25,3/4,2,5,0
F5,0.25,3/4,2,5,0
G♭5,0.5,3/4,2,6,0
E♭5,0.5,3/4,2,6,0
E♭5,0.5,3/4,2,6,0
E♭5,0.5,3/4,2,6,0
E♭5,0.25,3/4,2,6,0
F5,0.25,3/4,2,6,0
G♭5,0.25,3/4,2,6,0
E♭5,0.25,3/4,2,6,0
F5,0.5,3/4,2,7,0
F4,0.5,3/4,2,7,0
E♭5,0.5,3/4,2,7,0
F4,0.5,3/4,2,7,0
C6,0.5,3/4,2,7,0
D♭5,0.25,3/4,2,7,0
C5,0.25,3/4,2,7,0
D♭5,0.5,3/4,2,8,0
B♭4,0.5,3/4,2,8,0
F5,0.5,3/4,2,8,0
B♭4,0.5,3/4,2,8,0
B♭5,0.5,3/4,2,8,0
B♭4,0.5,3/4,2,8,0
D♭6,0.5,3/4,2,9,0
B♭4,0.25,3/4,2,9,0
C5,0.25,3/4,2,9,0
D♭5,0.5,3/4,2,9,0
C5,0.5,3/4,2,9,0
B♭4,0.5,3/4,2,9,0
A♭4,0.5,3/4,2,9,0
G4,0.5,3/4,2,10,0
B♭5,0.5,3/4,2,10,0
0,0.5,3/4,2,10,0
E♭5,0.5,3/4,2,10,0
B♭5,0.5,3/4,2,10,0
D♭5,0.5,3/4,2,10,0
C5,0.5,3/4,2,11,0
A♭4,0.5,3/4,2,11,0
E♭5,0.5,3/4,2,11,0
A♭4,0.5,3/4,2,11,0
A♭5,0.5,3/4,2,11,0
A♭4,0.5,3/4,2,11,0
C6,0.5,3/4,2,12,0
A♭4,0.25,3/4,2,12,0
B♭4,0.25,3/4,2,12,0
C5,0.5,3/4,2,12,0
B♭4,0.5,3/4,2,12,0
A♭4,0.5,3/4,2,12,0
