onset(s),measure
0.416000000,1
4.540000000,2
8.586666667,3
12.762333333,4
17.872000000,5
22.896000000,6
26.896000000,7
31.224666667,8
35.088000000,9
40.784000000,10
45.136000000,11
49.040000000,12
54.544000000,13
59.968000000,14
64.316000000,15
68.368000000,16
72.935333333,17
77.840000000,18
82.721333333,19
86.688000000,20
90.688000000,21
94.608000000,22
100.144000000,23
103.936000000,24
108.496000000,25
113.296000000,26
117.777333333,27
121.568000000,28
125.440000000,29
129.408000000,30
133.712000000,31
137.882479167,32
141.808000000,33
146.024041667,34
151.529770833,35
155.853312500,36
160.191395833,37
164.032000000,38
167.728000000,39
172.116000000,40
175.872000000,41
180.782000000,42
185.416562500,43
189.718666667,44
194.012270833,45
199.360000000,46
203.043541667,47
207.214000000,48
211.088000000,49
215.008000000,50
220.496000000,51
224.938000000,52
229.152000000,53
234.248000000,54
238.640000000,55
241.868666667,56
247.184000000,57
254.076666667,58
261.314666667,59
262.492000000,60
263.615333333,61
264.920000000,62
266.080000000,63
267.232000000,64
268.592000000,65
269.736000000,66
270.912000000,67
272.208000000,68
273.863500000,69
275.136000000,70
276.328000000,71
277.488000000,72
279.048000000,73
280.200000000,74
281.184000000,75
282.300000000,76
283.612437500,77
284.748000000,78
285.840000000,79
286.992000000,80
288.384000000,81
289.648000000,82
291.028000000,83
292.572000000,84
293.628000000,85
294.981979167,86
296.208000000,87
297.696000000,88
298.832000000,89
299.904000000,90
300.912000000,91
302.112000000,92
303.536000000,93
304.680000000,94
305.784000000,95
307.140000000,96
308.540000000,97
309.864000000,98
311.172000000,99
312.512000000,100
313.960000000,101
315.156000000,102
316.512000000,103
317.772000000,104
318.916000000,105
320.004000000,106
321.204000000,107
322.770145833,108
325.732000000,109
330.664000000,110
335.488000000,111
342.320000000,112
352.492000000,113
352.748666667,114
353.552000000,115
354.696000000,116
355.618666667,117
356.598000000,118
357.532000000,119
358.456000000,120
359.274000000,121
360.468000000,122
361.405333333,123
362.441333333,124
363.346666667,125
364.289333333,126
365.241333333,127
366.165333333,128
367.210666667,129
368.100000000,130
368.461333333,131
369.312000000,132
370.449333333,133
371.700000000,134
372.493333333,135
373.467854167,136
374.332000000,137
375.214000000,138
376.450666667,139
377.412000000,140
378.382666667,141
379.278666667,142
380.288000000,143
381.348000000,144
382.256000000,145
383.258000000,146
384.176000000,147
384.384000000,148
385.316354167,149
386.338000000,150
387.360000000,151
388.444000000,152
389.380000000,153
390.384000000,154
391.432000000,155
392.584000000,156
393.350000000,157
394.528000000,158
395.440000000,159
396.504000000,160
397.384000000,161
398.240000000,162
399.088000000,163
400.274000000,164
401.192000000,165
402.104000000,166
402.918000000,167
403.888000000,168
404.772000000,169
405.752000000,170
406.782000000,171
407.866000000,172
408.104000000,173
409.044000000,174
410.090000000,175
411.024000000,176
412.080000000,177
413.138000000,178
414.088000000,179
415.112000000,180
416.814000000,181
417.622000000,182
418.704000000,183
419.532000000,184
420.722000000,185
421.648000000,186
422.546000000,187
423.398000000,188
424.710000000,189
425.672000000,190
426.645333333,191
427.448000000,192
428.456000000,193
429.354000000,194
430.358000000,195
431.650000000,196
