onset(s),measure
0.489708333,1
1.900000000,2
6.534000000,3
10.992000000,4
15.344000000,5
21.658000000,6
25.813333333,7
30.058666667,8
34.730666667,9
39.317333333,10
44.096000000,11
48.896000000,12
53.824000000,13
57.962666667,14
64.768000000,15
69.802666667,16
71.442000000,17
75.882666667,18
80.299333333,19
84.644000000,20
90.517333333,21
94.892000000,22
99.171333333,23
103.914666667,24
108.480000000,25
113.074270833,26
117.866666667,27
122.710000000,28
127.255333333,29
134.278666667,30
139.290666667,31
141.026666667,32
144.853333333,33
148.821333333,34
152.730666667,35
157.458729167,36
161.728000000,37
166.101333333,38
170.197333333,39
174.253333333,40
178.411333333,41
182.714000000,42
187.370666667,43
192.005333333,44
198.422000000,45
201.478666667,46
214.708666667,47
221.262208333,48
223.160000000,49
225.386000000,50
227.562666667,51
229.653333333,52
232.405333333,53
234.383333333,54
236.565333333,55
238.658354167,56
240.941354167,57
244.230000000,58
246.260000000,59
248.476666667,60
250.474666667,61
252.700000000,62
255.290000000,63
257.380666667,64
259.457333333,65
262.314666667,66
264.550625000,67
266.754708333,68
269.666520833,69
271.808000000,70
273.919333333,71
276.243333333,72
278.800666667,73
280.819979167,74
283.285333333,75
285.568000000,76
287.457333333,77
289.429333333,78
291.788250000,79
296.792854167,80
298.181333333,81
299.392000000,82
300.672000000,83
301.975458333,84
303.123333333,85
304.759104167,86
306.059145833,87
307.333333333,88
308.821333333,89
310.160000000,90
311.650000000,91
313.506270833,92
314.837333333,93
315.989333333,94
317.324020833,95
318.596916667,96
319.829333333,97
321.681458333,98
323.020000000,99
324.596666667,100
325.830000000,101
327.433750000,102
328.938666667,103
331.157333333,104
332.565333333,105
333.802666667,106
335.082666667,107
336.384000000,108
337.647833333,109
339.570562500,110
341.050000000,111
342.593333333,112
344.189437500,113
345.473333333,114
346.835854167,115
348.953333333,116
350.423333333,117
351.652645833,118
353.010000000,119
354.310000000,120
355.573333333,121
