onset(s),measure
0.443020833,1
0.701104167,2
1.589333333,3
2.345000000,4
3.349333333,5
7.161000000,6
11.407666667,7
15.424000000,8
19.009666667,9
26.005333333,10
26.560000000,11
27.530666667,12
28.362666667,13
29.557333333,14
33.280000000,15
37.569041667,16
42.795666667,17
45.930666667,18
51.141041667,19
55.114666667,20
59.230354167,21
63.402666667,22
67.594666667,23
71.661333333,24
76.373333333,25
82.549333333,26
87.924666667,27
89.376000000,28
90.780666667,29
92.256000000,30
93.690333333,31
95.081625000,32
96.576666667,33
97.856000000,34
99.168000000,35
100.487333333,36
102.020333333,37
103.821812500,38
105.744333333,39
107.240000000,40
108.629333333,41
109.984000000,42
111.221333333,43
112.641666667,44
114.282000000,45
115.859333333,46
117.842666667,47
119.210666667,48
120.778666667,49
122.336000000,50
123.783937500,51
125.290666667,52
126.528000000,53
127.862000000,54
129.450666667,55
131.349333333,56
133.034666667,57
134.453666667,58
135.968000000,59
137.333333333,60
139.146666667,61
140.597333333,62
142.048000000,63
143.551333333,64
145.422666667,65
146.993000000,66
148.597333333,67
150.283000000,68
151.716291667,69
153.098666667,70
154.666666667,71
156.032000000,72
157.344000000,73
158.837333333,74
160.407270833,75
162.304000000,76
163.893333333,77
165.226666667,78
166.502000000,79
168.268333333,80
171.952666667,81
172.286666667,82
173.415458333,83
174.596333333,84
175.788666667,85
177.241687500,86
178.320854167,87
179.512666667,88
180.753333333,89
181.995208333,90
183.200000000,91
184.433333333,92
185.530333333,93
186.640979167,94
187.954666667,95
189.025666667,96
189.399000000,97
190.513333333,98
191.650666667,99
192.871000000,100
194.326666667,101
195.463229167,102
196.742000000,103
198.013333333,104
199.276000000,105
200.433333333,106
201.588333333,107
202.726666667,108
203.866666667,109
205.258666667,110
206.467333333,111
206.876000000,112
208.040000000,113
209.309333333,114
210.566666667,115
212.135000000,116
213.184333333,117
214.360000000,118
215.658333333,119
217.446666667,120
218.691666667,121
220.226666667,122
221.500000000,123
223.255666667,124
224.413333333,125
225.622958333,126
226.893333333,127
228.156250000,128
229.357333333,129
230.626666667,130
231.886958333,131
233.128000000,132
234.506666667,133
235.786666667,134
236.226666667,135
237.413333333,136
238.680000000,137
240.000333333,138
241.369333333,139
242.491666667,140
243.576666667,141
244.796750000,142
246.486666667,143
247.720666667,144
249.025000000,145
250.369000000,146
252.189000000,147
253.331020833,148
254.473333333,149
255.606666667,150
256.920000000,151
258.141333333,152
259.360000000,153
260.580000000,154
261.858687500,155
263.540000000,156
