onset(s),measure
0.405333333,1
7.061333333,2
13.121833333,3
19.690666667,4
25.813333333,5
32.013333333,6
37.312000000,7
42.333333333,8
46.068000000,9
51.624000000,10
57.960000000,11
65.807208333,12
67.160000000,13
68.633333333,14
70.208000000,15
71.936000000,16
73.429333333,17
75.114666667,18
76.896000000,19
78.368000000,20
79.968000000,21
81.685333333,22
83.272000000,23
84.848000000,24
86.314666667,25
88.000000000,26
89.816270833,27
92.190979167,28
93.696000000,29
95.240000000,30
96.576000000,31
98.112000000,32
99.948000000,33
101.932000000,34
103.384000000,35
104.810666667,36
106.579041667,37
108.685229167,38
110.762666667,39
112.232000000,40
113.628000000,41
114.949937500,42
116.716000000,43
118.252000000,44
119.832000000,45
121.429333333,46
123.029333333,47
124.722666667,48
126.476000000,49
128.372000000,50
129.770666667,51
131.144000000,52
132.918895833,53
135.417562500,54
137.420166667,55
139.204000000,56
140.766083333,57
142.376000000,58
144.344000000,59
149.148000000,60
155.984208333,61
163.029333333,62
170.152000000,63
177.770666667,64
185.852000000,65
194.248000000,66
204.789833333,67
213.280000000,68
226.104666667,69
226.419666667,70
227.400000000,71
228.648000000,72
229.594395833,73
230.849229167,74
231.798000000,75
232.746666667,76
233.634958333,77
234.709333333,78
235.584000000,79
236.586666667,80
237.480729167,81
238.670000000,82
239.701333333,83
240.888000000,84
241.894000000,85
242.970000000,86
244.080000000,87
245.156000000,88
245.514000000,89
246.520729167,90
247.682000000,91
248.642437500,92
249.846000000,93
250.793562500,94
251.852520833,95
252.742000000,96
253.802666667,97
254.729708333,98
255.694000000,99
256.582000000,100
257.728000000,101
258.734000000,102
259.850000000,103
260.976000000,104
262.146000000,105
263.316000000,106
264.462000000,107
264.874666667,108
265.934000000,109
267.101187500,110
268.010666667,111
269.226666667,112
270.476000000,113
271.360000000,114
272.460000000,115
273.708000000,116
274.750000000,117
276.226000000,118
277.204000000,119
278.452000000,120
279.434000000,121
280.736000000,122
281.664000000,123
282.789875000,124
283.893250000,125
284.844000000,126
285.888000000,127
286.834000000,128
287.898000000,129
288.900000000,130
289.277854167,131
290.336000000,132
291.502000000,133
292.431916667,134
293.596000000,135
294.860000000,136
295.730958333,137
296.852000000,138
298.086000000,139
299.135125000,140
300.674000000,141
301.624000000,142
302.895145833,143
303.862416667,144
305.156000000,145
306.090000000,146
307.181708333,147
308.236000000,148
309.142208333,149
310.134000000,150
311.488000000,151
312.911041667,152
