onset(s),measure
0.616000000,1
5.213333333,2
9.349333333,3
12.666666667,4
16.538666667,5
20.309166667,6
23.874666667,7
27.290666667,8
30.581333333,9
34.170666667,10
37.520000000,11
41.061333333,12
44.464000000,13
48.421333333,14
51.786666667,15
55.704583333,16
59.472000000,17
62.736000000,18
66.464000000,19
70.250666667,20
74.106666667,21
77.466666667,22
80.829312500,23
84.410666667,24
87.752000000,25
91.216000000,26
94.826666667,27
99.157333333,28
100.380000000,29
101.216000000,30
102.084000000,31
102.952000000,32
103.786666667,33
104.624000000,34
105.522666667,35
106.364625000,36
107.296000000,37
108.098666667,38
108.992000000,39
109.860000000,40
110.940000000,41
111.892000000,42
113.138666667,43
113.962666667,44
114.832750000,45
115.640000000,46
116.809729167,47
117.653333333,48
118.440000000,49
119.236000000,50
120.436000000,51
121.429333333,52
122.268000000,53
123.180791667,54
124.100000000,55
124.923937500,56
125.777104167,57
126.723333333,58
127.626666667,59
128.703333333,60
129.821416667,61
130.636666667,62
131.517916667,63
132.366208333,64
133.580000000,65
134.432000000,66
135.253333333,67
136.162000000,68
137.483333333,69
138.303333333,70
139.146666667,71
140.036666667,72
141.093333333,73
141.973333333,74
142.730666667,75
143.624145833,76
144.781333333,77
145.802666667,78
146.730666667,79
147.709333333,80
148.973333333,81
149.856000000,82
150.685333333,83
151.629333333,84
152.598562500,85
153.517333333,86
154.389333333,87
155.168000000,88
156.384000000,89
157.216000000,90
158.200000000,91
159.018500000,92
159.872000000,93
160.784000000,94
161.621333333,95
162.586666667,96
163.392000000,97
164.226666667,98
165.472000000,99
169.786666667,100
173.066666667,101
176.354666667,102
179.885604167,103
183.114666667,104
186.752000000,105
189.652250000,106
193.157333333,107
197.962666667,108
204.309062500,109
204.544000000,110
205.386000000,111
206.234000000,112
207.146666667,113
208.181333333,114
209.045333333,115
209.889604167,116
210.807333333,117
211.818666667,118
212.051000000,119
213.048000000,120
214.313750000,121
215.264000000,122
216.341333333,123
217.256000000,124
218.240000000,125
219.338666667,126
220.406000000,127
221.248000000,128
222.144000000,129
223.048250000,130
224.280000000,131
225.112000000,132
226.026000000,133
227.018666667,134
228.154000000,135
229.194666667,136
230.400000000,137
231.434000000,138
232.565333333,139
233.526000000,140
234.572000000,141
235.438000000,142
236.623770833,143
236.874666667,144
237.760000000,145
238.679104167,146
239.538000000,147
240.874666667,148
241.706666667,149
242.727145833,150
243.946666667,151
