onset(s),measure
0.242666667,1
0.464000000,2
1.624000000,3
2.800000000,4
3.946666667,5
6.336000000,6
9.480000000,7
12.848000000,8
15.821333333,9
20.092895833,10
20.520000000,11
21.786666667,12
22.992666667,13
24.224000000,14
28.064000000,15
31.595666667,16
34.650000000,17
37.496666667,18
41.493333333,19
44.851333333,20
48.199250000,21
51.445333333,22
54.933666667,23
58.154666667,24
61.233666667,25
64.554666667,26
69.754083333,27
71.446666667,28
73.058562500,29
74.680000000,30
76.330666667,31
77.898645833,32
79.509333333,33
81.048000000,34
82.550979167,35
84.128000000,36
85.813333333,37
87.669333333,38
90.369229167,39
91.973333333,40
93.539666667,41
95.189333333,42
96.896000000,43
98.600000000,44
100.370666667,45
102.434666667,46
104.405333333,47
106.193083333,48
107.904000000,49
109.485333333,50
111.007812500,51
112.645520833,52
114.184000000,53
115.706666667,54
117.301333333,55
119.221333333,56
121.098666667,57
122.738666667,58
124.264000000,59
125.779187500,60
127.400000000,61
128.946666667,62
130.385000000,63
131.879041667,64
133.747416667,65
135.500125000,66
137.224000000,67
138.885333333,68
140.373479167,69
141.888000000,70
143.445333333,71
144.906666667,72
146.400000000,73
147.963458333,74
149.722666667,75
152.234666667,76
153.912000000,77
155.506666667,78
157.064000000,79
158.677333333,80
163.093333333,81
163.484895833,82
165.162666667,83
166.890666667,84
168.634666667,85
170.413333333,86
172.173166667,87
173.824000000,88
175.612916667,89
177.408000000,90
178.997333333,91
180.778666667,92
182.382770833,93
183.979229167,94
185.645333333,95
187.488000000,96
187.854479167,97
189.418666667,98
190.970666667,99
192.586666667,100
194.368000000,101
195.873854167,102
197.416000000,103
199.077708333,104
200.672000000,105
202.133333333,106
203.720000000,107
205.182041667,108
206.661333333,109
208.334708333,110
209.973333333,111
210.293333333,112
211.890666667,113
213.490666667,114
215.144000000,115
217.278520833,116
218.805333333,117
220.264000000,118
221.770666667,119
223.400000000,120
224.957333333,121
226.656000000,122
228.268520833,123
230.133333333,124
231.709229167,125
233.219875000,126
234.873000000,127
236.454000000,128
238.040000000,129
239.756000000,130
241.226000000,131
242.749791667,132
244.384000000,133
246.103875000,134
246.410000000,135
247.964000000,136
249.494000000,137
251.062375000,138
252.848000000,139
254.311604167,140
255.716333333,141
257.152000000,142
258.784000000,143
260.318000000,144
262.108000000,145
263.683895833,146
265.528000000,147
267.023708333,148
268.519604167,149
270.190000000,150
271.726000000,151
273.308312500,152
274.808000000,153
276.212000000,154
277.710000000,155
279.443437500,156
