onset(s),measure
0.266666667,1
6.569520833,2
13.666666667,3
16.613333333,4
19.440000000,5
23.626666667,6
26.706666667,7
30.069333333,8
34.245333333,9
38.328000000,10
43.020000000,11
46.772000000,12
50.506645833,13
54.068000000,14
57.436000000,15
60.860000000,16
64.072000000,17
68.124000000,18
75.060000000,19
80.367333333,20
86.546666667,21
93.552000000,22
96.586666667,23
99.666895833,24
103.084000000,25
106.348000000,26
110.173333333,27
113.148000000,28
116.266666667,29
119.626666667,30
122.866666667,31
126.146666667,32
132.853333333,33
133.047000000,34
134.000000000,35
134.918333333,36
135.924250000,37
137.120000000,38
138.171666667,39
139.266666667,40
140.386666667,41
141.540000000,42
142.609833333,43
143.653333333,44
144.775000000,45
145.921666667,46
146.931666667,47
148.306666667,48
149.730416667,49
151.241666667,50
152.266666667,51
153.241666667,52
154.186666667,53
155.093333333,54
156.262854167,55
157.758333333,56
158.013625000,57
159.073375000,58
160.013333333,59
161.040000000,60
162.280000000,61
163.327458333,62
164.432312500,63
165.459916667,64
166.586666667,65
167.643520833,66
168.680000000,67
169.866666667,68
170.966666667,69
171.973333333,70
173.226666667,71
174.490000000,72
176.076666667,73
177.128187500,74
178.071666667,75
179.010000000,76
179.960000000,77
181.240000000,78
182.281666667,79
182.511666667,80
183.513333333,81
184.484791667,82
185.514333333,83
186.695229167,84
187.728333333,85
188.776666667,86
189.858333333,87
191.025000000,88
192.068333333,89
193.043333333,90
194.026666667,91
195.066666667,92
196.311666667,93
197.546666667,94
198.720000000,95
199.815000000,96
200.821666667,97
201.963895833,98
203.346666667,99
203.585000000,100
204.681666667,101
205.631666667,102
206.675000000,103
208.031666667,104
209.073333333,105
210.193333333,106
211.251666667,107
212.485791667,108
213.505000000,109
214.486666667,110
215.453333333,111
216.493333333,112
217.733333333,113
218.990208333,114
220.306666667,115
221.426666667,116
222.465000000,117
223.808458333,118
