onset(s),measure
1.238041667,1
3.946666667,2
6.524000000,3
8.656666667,4
11.694666667,5
14.684000000,6
17.564000000,7
20.393333333,8
22.913333333,9
25.121125000,10
28.214895833,11
30.846666667,12
33.450666667,13
35.892000000,14
38.770666667,15
41.169333333,16
44.049875000,17
46.358666667,18
48.972000000,19
51.268000000,20
53.426666667,21
55.990000000,22
58.183333333,23
60.404895833,24
62.716666667,25
64.726666667,26
67.676000000,27
72.444145833,28
78.003333333,29
83.140000000,30
87.646666667,31
93.105000000,32
98.910000000,33
104.052791667,34
108.182666667,35
113.193000000,36
120.951000000,37
122.031000000,38
123.060000000,39
124.077333333,40
125.244000000,41
126.303000000,42
127.297333333,43
128.361333333,44
129.366000000,45
130.349333333,46
131.298000000,47
132.438000000,48
134.073333333,49
135.243000000,50
136.389000000,51
137.461333333,52
138.646666667,53
139.668000000,54
140.690666667,55
141.810666667,56
142.935000000,57
144.042000000,58
145.122000000,59
146.328000000,60
148.045479167,61
149.226000000,62
150.540000000,63
151.661541667,64
152.758666667,65
153.779229167,66
154.830000000,67
155.997333333,68
157.061333333,69
158.199000000,70
159.276000000,71
160.276479167,72
161.345333333,73
162.558666667,74
163.919895833,75
165.087000000,76
166.297770833,77
167.387187500,78
168.429333333,79
169.511875000,80
170.661000000,81
171.849000000,82
172.947000000,83
174.113333333,84
175.335791667,85
176.341395833,86
177.522000000,87
179.021500000,88
